# # n, sigma
3.000000000000000000e+01 2.838651034202591461e+00 7.231968340340418078e-02
6.000000000000000000e+01 2.828738620115494928e+00 6.536050074208424321e-02
9.000000000000000000e+01 2.790183624609269941e+00 4.991622789947232353e-02
1.200000000000000000e+02 2.818652970120575141e+00 4.862445211480641294e-02
1.500000000000000000e+02 2.447001590857643460e+00 6.433232052811457824e-02
1.800000000000000000e+02 2.796692769668712053e+00 4.168273335995729273e-02
2.100000000000000000e+02 2.792867872500798487e+00 4.211828984396295134e-02
2.400000000000000000e+02 2.489295957342746668e+00 4.066982779975954199e-02
2.700000000000000000e+02 2.473175815106917863e+00 4.046633393933985606e-02
3.000000000000000000e+02 2.451888756434903893e+00 3.563409422473642896e-02
3.300000000000000000e+02 2.453113894550380092e+00 3.349308069153837664e-02
3.600000000000000000e+02 2.472866083421083161e+00 3.154469168460802969e-02
3.900000000000000000e+02 2.481774912343854833e+00 2.959201202828690494e-02
4.200000000000000000e+02 2.496951044249060558e+00 2.615618673744730602e-02
4.500000000000000000e+02 2.500324115559648952e+00 2.499816491056050527e-02
4.800000000000000000e+02 2.488712044472897400e+00 2.137229578739574185e-02
5.100000000000000000e+02 2.503301083404950500e+00 2.264742938557052360e-02
5.400000000000000000e+02 2.506974811214304655e+00 2.238494632394144937e-02
5.700000000000000000e+02 2.513142288075107533e+00 2.218629648783266434e-02
6.000000000000000000e+02 2.508817465240045674e+00 2.056893951689274178e-02
6.300000000000000000e+02 2.505670712851965298e+00 1.969139767169259675e-02
6.600000000000000000e+02 2.502285882849943466e+00 1.915645317555130997e-02
6.900000000000000000e+02 2.505084520713360074e+00 2.187068354828483954e-02
7.200000000000000000e+02 2.509841281207959796e+00 2.265723321664774373e-02
7.500000000000000000e+02 2.513754167933237582e+00 2.332447602970429829e-02
7.800000000000000000e+02 2.511381834134596147e+00 2.228709018233231490e-02
8.100000000000000000e+02 2.503122030348733151e+00 2.135266213452865006e-02
8.400000000000000000e+02 2.505619645263219564e+00 2.106815299801752944e-02
8.700000000000000000e+02 2.510452197347649683e+00 2.313898610047040311e-02
9.000000000000000000e+02 2.512814642131475207e+00 2.328535723024913531e-02
9.300000000000000000e+02 2.509461330510236454e+00 2.329952052683412905e-02
9.600000000000000000e+02 2.509819957305470695e+00 2.474928961433896235e-02
9.900000000000000000e+02 2.505898401214812221e+00 2.359137522882113341e-02
1.020000000000000000e+03 2.503582693450615793e+00 2.322468883153091038e-02
1.050000000000000000e+03 2.503689269949031182e+00 2.116444306753229726e-02
1.080000000000000000e+03 2.508723692427611063e+00 2.118339932416177934e-02
1.110000000000000000e+03 2.508475403332017795e+00 2.120084651984278576e-02
1.140000000000000000e+03 2.502848838865004311e+00 2.172240080156934150e-02
1.170000000000000000e+03 2.507531235069815789e+00 2.145455063113509489e-02
1.200000000000000000e+03 2.511710495580016467e+00 2.104341282834956348e-02
1.230000000000000000e+03 2.518794368735413514e+00 2.055243451678658712e-02
1.260000000000000000e+03 2.509738040613640031e+00 1.945330825574946576e-02
1.290000000000000000e+03 2.507020569103399765e+00 1.809638601629494012e-02
1.320000000000000000e+03 2.507450919618965823e+00 1.752780701937769331e-02
1.350000000000000000e+03 2.499207561239233932e+00 1.722951507653741957e-02
1.380000000000000000e+03 2.495654220383270783e+00 1.824612316564395639e-02
1.410000000000000000e+03 2.494127171909372720e+00 1.802304019016761835e-02
1.440000000000000000e+03 2.496408898912623187e+00 1.759424499616562762e-02
1.470000000000000000e+03 2.496712443960721117e+00 1.755199786997916137e-02
1.500000000000000000e+03 2.497307531267473291e+00 1.782951713681567296e-02
1.530000000000000000e+03 2.498808554646465563e+00 1.674600483177559468e-02
1.560000000000000000e+03 2.497607956735516499e+00 1.719586894488964179e-02
1.590000000000000000e+03 2.499596980182078099e+00 1.695881792812805114e-02
1.620000000000000000e+03 2.501106186516370844e+00 1.665758468592843863e-02
1.650000000000000000e+03 2.502274421823350803e+00 1.763409649127598705e-02
1.680000000000000000e+03 2.506229695825940240e+00 1.759779816241354225e-02
1.710000000000000000e+03 2.506846621908869199e+00 1.701821747833927312e-02
1.740000000000000000e+03 2.511125960408739921e+00 1.723167750947210072e-02
1.770000000000000000e+03 2.505581830680847055e+00 1.685233210798072617e-02
1.800000000000000000e+03 2.503547218391753315e+00 1.664749175576729981e-02
1.830000000000000000e+03 2.505179234851389491e+00 1.544453414074953117e-02
1.860000000000000000e+03 2.503235692918313049e+00 1.528859002340901552e-02
1.890000000000000000e+03 2.502277359835362702e+00 1.451126524941295619e-02
1.920000000000000000e+03 2.498533445634342431e+00 1.517409257991059190e-02
1.950000000000000000e+03 2.497084412564702482e+00 1.609442785595216474e-02
1.980000000000000000e+03 2.500667089688829670e+00 1.619634398242956672e-02
2.010000000000000000e+03 2.501532478464091991e+00 1.631756776750652518e-02
2.040000000000000000e+03 2.503373014779933570e+00 1.638690604316206043e-02
2.070000000000000000e+03 2.503878062065763910e+00 1.598209188116730267e-02
2.100000000000000000e+03 2.502468076034499500e+00 1.574341675123165987e-02
2.130000000000000000e+03 2.501538134959989446e+00 1.543576459291349373e-02
2.160000000000000000e+03 2.502815049152308902e+00 1.566671345113751501e-02
2.190000000000000000e+03 2.501375985067712637e+00 1.621273223274458802e-02
2.220000000000000000e+03 2.501719797649338162e+00 1.648036433893837818e-02
2.250000000000000000e+03 2.504852458027312156e+00 1.682996611974848025e-02
2.280000000000000000e+03 2.503886953097611112e+00 1.671176888230734014e-02
2.310000000000000000e+03 2.503222219551776817e+00 1.667042272621052298e-02
2.340000000000000000e+03 2.505645738037484360e+00 1.667872730870353926e-02
2.370000000000000000e+03 2.506044449897238291e+00 1.617426752512519245e-02
2.400000000000000000e+03 2.507300119456858489e+00 1.585546699344545299e-02
2.430000000000000000e+03 2.510292098264087723e+00 1.557917998450760247e-02
2.460000000000000000e+03 2.508590379445761798e+00 1.551192554171987315e-02
2.490000000000000000e+03 2.508312057731600486e+00 1.477935429504472625e-02
2.520000000000000000e+03 2.509742836112459408e+00 1.511922021502742561e-02
2.550000000000000000e+03 2.508586608634774784e+00 1.483934344094260151e-02
2.580000000000000000e+03 2.508933913544691752e+00 1.478631809118134167e-02
2.610000000000000000e+03 2.509334727647800189e+00 1.457993918330143489e-02
2.640000000000000000e+03 2.511759748899376810e+00 1.453897945244023680e-02
2.670000000000000000e+03 2.510853062542192315e+00 1.446337501842824384e-02
2.700000000000000000e+03 2.509271219653740559e+00 1.463454220064090879e-02
2.730000000000000000e+03 2.508135647574648797e+00 1.461933190343528942e-02
2.760000000000000000e+03 2.507890338727779334e+00 1.490737048336543934e-02
2.790000000000000000e+03 2.510226819251917707e+00 1.526724233241033742e-02
2.820000000000000000e+03 2.509153066599439708e+00 1.507896867561530664e-02
2.850000000000000000e+03 2.508779743641713633e+00 1.499439487432719167e-02
2.880000000000000000e+03 2.507650398748060283e+00 1.494804586254413863e-02
2.910000000000000000e+03 2.506869172501169363e+00 1.492299089689000553e-02
2.940000000000000000e+03 2.508275048002134522e+00 1.449469304274445328e-02
2.970000000000000000e+03 2.509665890800749644e+00 1.448095550416492877e-02
3.000000000000000000e+03 2.508646684622413137e+00 1.494178695745646858e-02
3.030000000000000000e+03 2.506690135314294299e+00 1.478284568856339659e-02
