# # n, sigma
3.000000000000000000e+01 2.248294702857998484e+00 1.064425949307666458e-01
6.000000000000000000e+01 2.249175398842502283e+00 2.824982892044346494e-01
9.000000000000000000e+01 2.253564306764380021e+00 2.648230830086735210e-01
1.200000000000000000e+02 2.528113687097137241e+00 9.158086134025555936e-02
1.500000000000000000e+02 2.480165102017548140e+00 7.737016688948364362e-02
1.800000000000000000e+02 2.416051614236325307e+00 6.721174584430286703e-02
2.100000000000000000e+02 2.401999910937871796e+00 7.172252089441631673e-02
2.400000000000000000e+02 2.395034415419566187e+00 5.920112073680731252e-02
2.700000000000000000e+02 2.421180813926504971e+00 5.152434828555350899e-02
3.000000000000000000e+02 2.471904733586876901e+00 4.820832636383731717e-02
3.300000000000000000e+02 2.502639507554428988e+00 4.487977767410555874e-02
3.600000000000000000e+02 2.515285814091712702e+00 4.205607921808132699e-02
3.900000000000000000e+02 2.526031651100230757e+00 4.051284806119302695e-02
4.200000000000000000e+02 2.540358389624804314e+00 4.300067316176441057e-02
4.500000000000000000e+02 2.538101129219129337e+00 4.591184723614035595e-02
4.800000000000000000e+02 2.527353020613847701e+00 4.991295098721075518e-02
5.100000000000000000e+02 2.532422830193071572e+00 5.145794399365401922e-02
5.400000000000000000e+02 2.529653180565198056e+00 5.389909773926394171e-02
5.700000000000000000e+02 2.525193538386421466e+00 5.322884133247204885e-02
6.000000000000000000e+02 2.528632065573747312e+00 4.660062476377336421e-02
6.300000000000000000e+02 2.537731199211555655e+00 4.867776022461581253e-02
6.600000000000000000e+02 2.539266541940279787e+00 4.036370986171508579e-02
6.900000000000000000e+02 2.537652606561886959e+00 3.720241869317734290e-02
7.200000000000000000e+02 2.532188048992086049e+00 3.403906579333877691e-02
7.500000000000000000e+02 2.536504558910006590e+00 3.332071699173590196e-02
7.800000000000000000e+02 2.539707036586404953e+00 3.393486907405062619e-02
8.100000000000000000e+02 2.533186659526450057e+00 3.407511385731129550e-02
8.400000000000000000e+02 2.532110929230702911e+00 3.360055330809971763e-02
8.700000000000000000e+02 2.529888180049537638e+00 3.297444725246046621e-02
9.000000000000000000e+02 2.527068886578963891e+00 3.563288052246728344e-02
9.300000000000000000e+02 2.520463563984595812e+00 3.448413734868222003e-02
9.600000000000000000e+02 2.512319575368563207e+00 3.282032672720808925e-02
9.900000000000000000e+02 2.514691981132921583e+00 3.238525736603180272e-02
1.020000000000000000e+03 2.511481853885724647e+00 3.211536426755250140e-02
1.050000000000000000e+03 2.509777503343899596e+00 3.180087054965124310e-02
1.080000000000000000e+03 2.508428920744182999e+00 3.159978933453188449e-02
1.110000000000000000e+03 2.501738902529374808e+00 3.143416634948308780e-02
1.140000000000000000e+03 2.498991871743019288e+00 3.186725927219603155e-02
1.170000000000000000e+03 2.496924242007318107e+00 3.153061800758192451e-02
1.200000000000000000e+03 2.496081037140773784e+00 2.986147985357801363e-02
1.230000000000000000e+03 2.499006551125335651e+00 2.937310617104866434e-02
1.260000000000000000e+03 2.497668882424332715e+00 2.697568254011694158e-02
1.290000000000000000e+03 2.495050078330674825e+00 2.585716725392203305e-02
1.320000000000000000e+03 2.494269772244804173e+00 2.484567443440793832e-02
1.350000000000000000e+03 2.492550929329551579e+00 2.304226169493328244e-02
1.380000000000000000e+03 2.492675440243846019e+00 2.290823006807993570e-02
1.410000000000000000e+03 2.494551735500379230e+00 2.300627525313099150e-02
1.440000000000000000e+03 2.489621553286641475e+00 2.269297404701137513e-02
1.470000000000000000e+03 2.493860465473499488e+00 2.199578140430194506e-02
1.500000000000000000e+03 2.492737438347468082e+00 2.187036832478823911e-02
1.530000000000000000e+03 2.496476829769767924e+00 2.078870422190213021e-02
1.560000000000000000e+03 2.498124987219041415e+00 1.983470178175420623e-02
1.590000000000000000e+03 2.497774780410122464e+00 1.921182068728870262e-02
1.620000000000000000e+03 2.493721016240807220e+00 1.835359485347463557e-02
1.650000000000000000e+03 2.494008054143973752e+00 1.833837242370497944e-02
1.680000000000000000e+03 2.491555721714997063e+00 1.823986678859455812e-02
1.710000000000000000e+03 2.489088664026312347e+00 1.802121168090296474e-02
1.740000000000000000e+03 2.487770319108346673e+00 1.819381821948637748e-02
1.770000000000000000e+03 2.486556706072688527e+00 1.771327731533148611e-02
1.800000000000000000e+03 2.486028400356704804e+00 1.765687166309090270e-02
1.830000000000000000e+03 2.488195471809348192e+00 1.723690811913345874e-02
1.860000000000000000e+03 2.484962152607988362e+00 1.702860461737536191e-02
1.890000000000000000e+03 2.482291660092004193e+00 1.755728309835583034e-02
1.920000000000000000e+03 2.481185335512479551e+00 1.703400367385084213e-02
1.950000000000000000e+03 2.482395794661937494e+00 1.712507367627399274e-02
1.980000000000000000e+03 2.485401638642339428e+00 1.585858873931093871e-02
2.010000000000000000e+03 2.484973538908910484e+00 1.624553329263397905e-02
2.040000000000000000e+03 2.484684076275654352e+00 1.587118034270484229e-02
2.070000000000000000e+03 2.484274926173835052e+00 1.563099437957977608e-02
2.100000000000000000e+03 2.484740851056926214e+00 1.562012392764719308e-02
2.130000000000000000e+03 2.483685395654668504e+00 1.553847417533208049e-02
2.160000000000000000e+03 2.483979972628898025e+00 1.531913614210872118e-02
2.190000000000000000e+03 2.483664172435220419e+00 1.565526362182174600e-02
2.220000000000000000e+03 2.484570345489310661e+00 1.574924736713498308e-02
2.250000000000000000e+03 2.486838079708904470e+00 1.538694661692646508e-02
2.280000000000000000e+03 2.487455791670056815e+00 1.566743331664034733e-02
2.310000000000000000e+03 2.488162952605878164e+00 1.511197637177054756e-02
2.340000000000000000e+03 2.486307312547277437e+00 1.475362136434992671e-02
2.370000000000000000e+03 2.487387655069586589e+00 1.471361413882509191e-02
2.400000000000000000e+03 2.488068029937773318e+00 1.479061762737913892e-02
2.430000000000000000e+03 2.487107492177480061e+00 1.526157995612167223e-02
2.460000000000000000e+03 2.490438636671223005e+00 1.522698954242545505e-02
2.490000000000000000e+03 2.488367553182792680e+00 1.543303343474932039e-02
2.520000000000000000e+03 2.486841678981253967e+00 1.579491295670147968e-02
2.550000000000000000e+03 2.486295129209458388e+00 1.543746479067884675e-02
2.580000000000000000e+03 2.487245837721471453e+00 1.599031823107544686e-02
2.610000000000000000e+03 2.486184794694926925e+00 1.555427390087482480e-02
2.640000000000000000e+03 2.483853717954795037e+00 1.541623830417706426e-02
2.670000000000000000e+03 2.484790912762223414e+00 1.571661220213269733e-02
2.700000000000000000e+03 2.483859641295359300e+00 1.571903478515433369e-02
2.730000000000000000e+03 2.483258552735604141e+00 1.581286514927226355e-02
2.760000000000000000e+03 2.485264113943848940e+00 1.559982032588139861e-02
