# # n, sigma
3.000000000000000000e+01 2.806448997305747817e+00 6.807642283125478477e-02
6.000000000000000000e+01 1.827236852644624099e+00 1.954943823724897001e-01
9.000000000000000000e+01 2.585124740521155928e+00 5.009264831025993930e-02
1.200000000000000000e+02 2.589503687869810999e+00 4.800141372480210694e-02
1.500000000000000000e+02 2.562651821780978167e+00 4.021746951662489439e-02
1.800000000000000000e+02 2.550384346461495699e+00 3.286268693881396613e-02
2.100000000000000000e+02 2.541140526879387185e+00 3.679652188009524538e-02
2.400000000000000000e+02 2.540817842852646447e+00 3.468687400676068178e-02
2.700000000000000000e+02 2.534638751163968529e+00 2.845086104914134120e-02
3.000000000000000000e+02 2.531007130481367717e+00 2.842998245118477652e-02
3.300000000000000000e+02 2.535639525567658037e+00 3.029436119831987670e-02
3.600000000000000000e+02 2.527719530870983000e+00 2.966286950008106826e-02
3.900000000000000000e+02 2.531462754627239242e+00 2.730843774748175842e-02
4.200000000000000000e+02 2.525701537873220381e+00 2.668916495807747286e-02
4.500000000000000000e+02 2.527643640008812032e+00 2.572334839070222062e-02
4.800000000000000000e+02 2.524649072005574091e+00 2.720810355275388864e-02
5.100000000000000000e+02 2.524371131427365356e+00 2.935913079114248550e-02
5.400000000000000000e+02 2.526527442798677470e+00 2.962101278681506661e-02
5.700000000000000000e+02 2.532568837809658913e+00 2.738207398123063824e-02
6.000000000000000000e+02 2.530357801412102425e+00 2.583663922920023670e-02
6.300000000000000000e+02 2.523086343666849363e+00 2.507415859354980570e-02
6.600000000000000000e+02 2.515592306048325622e+00 2.495850504380067378e-02
6.900000000000000000e+02 2.509402662062508504e+00 2.343233484260877700e-02
7.200000000000000000e+02 2.512991529256307643e+00 2.330612398086778433e-02
7.500000000000000000e+02 2.507296814489610615e+00 2.279243579983071533e-02
7.800000000000000000e+02 2.501945516916992407e+00 2.162334495114487734e-02
8.100000000000000000e+02 2.507156171489738572e+00 2.055392818049632878e-02
8.400000000000000000e+02 2.509172143901705621e+00 2.116728653897349474e-02
8.700000000000000000e+02 2.506484073195290652e+00 1.976952189149736375e-02
9.000000000000000000e+02 2.495915897441425724e+00 1.925457004741107717e-02
9.300000000000000000e+02 2.488004140733323322e+00 1.855386758946586667e-02
9.600000000000000000e+02 2.488865594446352247e+00 1.819110955018331949e-02
9.900000000000000000e+02 2.485303503484559862e+00 1.714386165262923520e-02
1.020000000000000000e+03 2.484576275794232458e+00 1.652515718659224378e-02
1.050000000000000000e+03 2.476486250237639020e+00 1.611824381189885108e-02
1.080000000000000000e+03 2.478345793722623203e+00 1.612541716823847476e-02
1.110000000000000000e+03 2.477243250582036094e+00 1.529270211796483411e-02
1.140000000000000000e+03 2.480337814161740262e+00 1.414995187990400471e-02
1.170000000000000000e+03 2.479329581152840412e+00 1.516365994904598190e-02
1.200000000000000000e+03 2.480183200849984448e+00 1.423284174553870671e-02
1.230000000000000000e+03 2.478894348887357602e+00 1.447990015296256490e-02
1.260000000000000000e+03 2.480768828707411000e+00 1.389914876772725683e-02
1.290000000000000000e+03 2.479119640729678942e+00 1.411414076293391121e-02
1.320000000000000000e+03 2.476579478363278852e+00 1.502414215252529175e-02
1.350000000000000000e+03 2.472796806945571024e+00 1.432053313006460653e-02
1.380000000000000000e+03 2.471794515274778448e+00 1.408560166060819629e-02
1.410000000000000000e+03 2.475411850527533097e+00 1.379922285075822416e-02
1.440000000000000000e+03 2.472362412705655821e+00 1.358965952395825051e-02
1.470000000000000000e+03 2.471196664658449116e+00 1.396363908394258717e-02
1.500000000000000000e+03 2.472767183459140483e+00 1.434082402753929578e-02
1.530000000000000000e+03 2.472949241159265732e+00 1.410789280076446550e-02
1.560000000000000000e+03 2.472961592946123943e+00 1.379990664820007935e-02
1.590000000000000000e+03 2.470517795921160165e+00 1.357098352958189570e-02
1.620000000000000000e+03 2.467357043630518998e+00 1.342661565116586714e-02
1.650000000000000000e+03 2.466998470299096802e+00 1.360628139197266918e-02
1.680000000000000000e+03 2.467641315138576985e+00 1.374847457283416736e-02
1.710000000000000000e+03 2.469899194486248728e+00 1.306661475944866438e-02
1.740000000000000000e+03 2.471649175593220615e+00 1.319348880106214518e-02
1.770000000000000000e+03 2.471852030079001672e+00 1.359688546028862965e-02
1.800000000000000000e+03 2.470154496467057648e+00 1.366612037448988390e-02
1.830000000000000000e+03 2.469696660506037311e+00 1.331309805659787807e-02
1.860000000000000000e+03 2.465364166232757004e+00 1.339580285586484953e-02
1.890000000000000000e+03 2.466138233686907544e+00 1.296666975559445691e-02
1.920000000000000000e+03 2.462614968375453905e+00 1.280712305482095519e-02
1.950000000000000000e+03 2.464914875035188135e+00 1.286775824644572318e-02
1.980000000000000000e+03 2.465516427813935429e+00 1.320100422919581219e-02
2.010000000000000000e+03 2.466723227355827941e+00 1.278569686962663550e-02
2.040000000000000000e+03 2.466530656185399906e+00 1.293074963304470873e-02
2.070000000000000000e+03 2.466667037252198824e+00 1.303135209053246993e-02
2.100000000000000000e+03 2.468630911457001975e+00 1.281595465087514117e-02
2.130000000000000000e+03 2.470157468103892917e+00 1.307076773665022569e-02
2.160000000000000000e+03 2.468216959214096118e+00 1.253294805743820038e-02
2.190000000000000000e+03 2.467496482354162080e+00 1.234166461629234574e-02
2.220000000000000000e+03 2.468303600218154870e+00 1.204384115889965343e-02
2.250000000000000000e+03 2.469031736438397129e+00 1.187519335140048947e-02
2.280000000000000000e+03 2.471085188303371538e+00 1.179906559573064978e-02
2.310000000000000000e+03 2.473578589941571426e+00 1.183345188411447958e-02
2.340000000000000000e+03 2.471752431563084329e+00 1.170455988579507597e-02
2.370000000000000000e+03 2.472716724355034312e+00 1.199738279462681488e-02
2.400000000000000000e+03 2.473276918437521843e+00 1.161658537994841867e-02
