# # n, sigma
3.000000000000000000e+01 2.569345274382510258e+00 7.369159162946035957e-02
6.000000000000000000e+01 2.548016449288042384e+00 5.641878180708694013e-02
9.000000000000000000e+01 2.530537081768761354e+00 4.872244246105136845e-02
1.200000000000000000e+02 2.524947538690126780e+00 4.163733350765833063e-02
1.500000000000000000e+02 2.528322134248817576e+00 3.911862378326493722e-02
1.800000000000000000e+02 2.529588431802197945e+00 4.318083900212028176e-02
2.100000000000000000e+02 2.524501396576849022e+00 4.331971417961785059e-02
2.400000000000000000e+02 2.525347881570490394e+00 3.420937710403908205e-02
2.700000000000000000e+02 2.507240103239212203e+00 2.991740788231231005e-02
3.000000000000000000e+02 2.508915773869764276e+00 2.771131674262535677e-02
3.300000000000000000e+02 2.499864242745575726e+00 2.396953393764848783e-02
3.600000000000000000e+02 2.503410527803248353e+00 2.203404689746110701e-02
3.900000000000000000e+02 2.501673446700500847e+00 2.278914075559711899e-02
4.200000000000000000e+02 2.493704762453440971e+00 2.424810058665563539e-02
4.500000000000000000e+02 2.495974743131957663e+00 2.477344606896350956e-02
4.800000000000000000e+02 2.493911461807889918e+00 2.349893664355647352e-02
5.100000000000000000e+02 2.496183088920792326e+00 2.345571264684494228e-02
5.400000000000000000e+02 2.489260456640950192e+00 2.219703398345213713e-02
5.700000000000000000e+02 2.478291138951834949e+00 2.549653084001306247e-02
6.000000000000000000e+02 2.470367635708312193e+00 2.126488627296858891e-02
6.300000000000000000e+02 2.466268651792031363e+00 2.257818813733862562e-02
6.600000000000000000e+02 2.460855087566940824e+00 2.336922129845330626e-02
6.900000000000000000e+02 2.457716770809089013e+00 2.572068779772742134e-02
7.200000000000000000e+02 2.456834733091635581e+00 2.704690291220303647e-02
7.500000000000000000e+02 2.456520564723727595e+00 2.613530355295945809e-02
7.800000000000000000e+02 2.454078589636894403e+00 2.501787416002437467e-02
8.100000000000000000e+02 2.458026467423592543e+00 2.334136729849812381e-02
8.400000000000000000e+02 2.464194452219884202e+00 2.125628351490901902e-02
8.700000000000000000e+02 2.461655511274314367e+00 2.092240697651927966e-02
