# # n, sigma
3.000000000000000000e+01 2.473439978520139526e+00 4.599221285433983952e-02
6.000000000000000000e+01 2.482593399999635686e+00 6.207770821427252561e-02
9.000000000000000000e+01 2.389797341445100365e+00 5.840747922338000719e-02
1.200000000000000000e+02 2.337301851997870106e+00 5.216534634835461037e-02
1.500000000000000000e+02 2.380422591733181825e+00 6.155095776889216858e-02
1.800000000000000000e+02 2.266163499782039903e+00 6.470401683160866002e-02
2.100000000000000000e+02 2.218408675772814753e+00 5.663640265946593561e-02
2.400000000000000000e+02 2.201561993790668748e+00 4.961890502029318861e-02
2.700000000000000000e+02 2.466300689589120410e+00 5.438493189486158508e-02
3.000000000000000000e+02 2.484348739562933783e+00 4.633665656000689193e-02
3.300000000000000000e+02 2.475152911796778987e+00 4.868787658520185024e-02
3.600000000000000000e+02 2.492943122311640725e+00 4.802402034327012126e-02
3.900000000000000000e+02 2.496755712891657542e+00 4.221053964237848899e-02
4.200000000000000000e+02 2.495010748523466049e+00 4.568598145755310702e-02
4.500000000000000000e+02 2.485651556380196414e+00 3.991747194508584590e-02
4.800000000000000000e+02 2.480404644841324391e+00 4.061070903338503957e-02
5.100000000000000000e+02 2.472923552660422519e+00 3.521947986957698479e-02
5.400000000000000000e+02 2.476753075940930859e+00 3.252137209410024127e-02
5.700000000000000000e+02 2.479838927842207497e+00 3.081380890081081292e-02
6.000000000000000000e+02 2.478992516509999966e+00 2.867668573900164497e-02
6.300000000000000000e+02 2.478550383605679475e+00 2.752977168226279636e-02
6.600000000000000000e+02 2.477539111696947849e+00 2.790184619941695962e-02
6.900000000000000000e+02 2.485718542103766637e+00 2.651189106812481752e-02
7.200000000000000000e+02 2.484617337040057272e+00 2.499038660970918230e-02
7.500000000000000000e+02 2.493171851844207865e+00 2.465150633564277757e-02
7.800000000000000000e+02 2.491206628187834227e+00 2.349569621245539697e-02
8.100000000000000000e+02 2.496857022436239859e+00 2.284763970814357448e-02
8.400000000000000000e+02 2.497691079826255489e+00 2.308410525184395254e-02
8.700000000000000000e+02 2.501248407238426452e+00 2.317951329086745046e-02
9.000000000000000000e+02 2.498217817464584822e+00 2.171833823056115720e-02
9.300000000000000000e+02 2.503499551883944019e+00 2.021804073717119871e-02
9.600000000000000000e+02 2.504227478360837811e+00 2.000207439375860721e-02
9.900000000000000000e+02 2.511373137849439718e+00 2.098256485430805354e-02
1.020000000000000000e+03 2.516003689582310354e+00 2.173149908172219633e-02
1.050000000000000000e+03 2.512300588853597194e+00 1.935636633044002936e-02
1.080000000000000000e+03 2.512082627518070765e+00 1.960545825481368673e-02
1.110000000000000000e+03 2.517047165679790588e+00 2.013953570229751883e-02
1.140000000000000000e+03 2.516237363631786739e+00 2.000122311723121979e-02
1.170000000000000000e+03 2.516166670448796605e+00 1.861869516543684933e-02
1.200000000000000000e+03 2.512941844665231628e+00 1.861628485631137628e-02
1.230000000000000000e+03 2.508656131998270755e+00 1.889713957848014256e-02
1.260000000000000000e+03 2.505439205556912352e+00 1.906564511458922959e-02
1.290000000000000000e+03 2.510262603279857174e+00 1.862132792505123355e-02
1.320000000000000000e+03 2.510141640139280650e+00 1.937650305539525761e-02
1.350000000000000000e+03 2.508357257587660261e+00 1.763178193956034187e-02
