# # n, sigma
3.000000000000000000e+01 2.335419772837386443e+00 9.284689209270999277e-02
6.000000000000000000e+01 2.395225867253667484e+00 6.345364865186814418e-02
9.000000000000000000e+01 2.419513172554314639e+00 5.582488236478687360e-02
1.200000000000000000e+02 1.797743351969553816e+00 1.022971160343714020e-01
1.500000000000000000e+02 2.446823057569130988e+00 5.132752447684046232e-02
1.800000000000000000e+02 2.460360429913073688e+00 4.919686588726723819e-02
2.100000000000000000e+02 2.480370639383508102e+00 4.305842993094521898e-02
2.400000000000000000e+02 2.480896790405896724e+00 3.962991305605619019e-02
2.700000000000000000e+02 2.492279294510924448e+00 3.670251310802097322e-02
3.000000000000000000e+02 2.512823643557001940e+00 3.620998366787707423e-02
3.300000000000000000e+02 2.515692886964219888e+00 3.596908717935855954e-02
3.600000000000000000e+02 2.508789228523014891e+00 3.619865965285817139e-02
3.900000000000000000e+02 2.502855182891768226e+00 3.606404650402176421e-02
4.200000000000000000e+02 2.498405523982953014e+00 3.645287033243001934e-02
4.500000000000000000e+02 2.484916350626967585e+00 3.899514294902999695e-02
4.800000000000000000e+02 2.477818618653593763e+00 3.529532207206162453e-02
5.100000000000000000e+02 2.481175915299700385e+00 3.270159867475114224e-02
5.400000000000000000e+02 2.477609474491781150e+00 3.301041112983765791e-02
5.700000000000000000e+02 2.484225121790690771e+00 3.262209701096572406e-02
6.000000000000000000e+02 2.501562973689027025e+00 3.376022696202946732e-02
6.300000000000000000e+02 2.504043184144220557e+00 3.553682897821006104e-02
6.600000000000000000e+02 2.497126234091525010e+00 3.617329113810213020e-02
6.900000000000000000e+02 2.499741355318729763e+00 3.891833614721426637e-02
7.200000000000000000e+02 2.497741836137017835e+00 3.936343330885513914e-02
7.500000000000000000e+02 2.505028561122637498e+00 3.764841953728537138e-02
7.800000000000000000e+02 2.503336395867358455e+00 3.492451388271824303e-02
8.100000000000000000e+02 2.499912662219621495e+00 3.599934782235111874e-02
8.400000000000000000e+02 2.503307998423911052e+00 3.548586507765622011e-02
8.700000000000000000e+02 2.501861207182185964e+00 3.365652947780268384e-02
9.000000000000000000e+02 2.500916923624288302e+00 3.172534309030741045e-02
9.300000000000000000e+02 2.508595347393594022e+00 3.268475028569105267e-02
