# # n, sigma
3.000000000000000000e+01 2.548422520895927690e+00 4.729636430648372775e-02
6.000000000000000000e+01 2.541118188394545285e+00 4.574784974209859106e-02
9.000000000000000000e+01 2.498971225110262928e+00 3.585546492068282520e-02
1.200000000000000000e+02 2.505705491802637130e+00 3.510232111649193992e-02
1.500000000000000000e+02 2.500237351127550856e+00 3.173668349350287909e-02
1.800000000000000000e+02 2.513347534980790776e+00 2.907000962210407047e-02
2.100000000000000000e+02 2.514644375805901610e+00 3.254174956516609624e-02
2.400000000000000000e+02 2.529046867572629420e+00 3.638220033578255797e-02
2.700000000000000000e+02 2.542700279595337065e+00 3.645879623029543715e-02
3.000000000000000000e+02 2.527244528761074527e+00 3.627921773678589173e-02
3.300000000000000000e+02 2.506587211174966523e+00 3.038524497442614616e-02
3.600000000000000000e+02 2.513314890103670152e+00 3.048588584879744628e-02
3.900000000000000000e+02 2.510770328345356628e+00 2.607385427319723614e-02
4.200000000000000000e+02 2.505099171977664074e+00 2.284184120315811695e-02
4.500000000000000000e+02 2.509488078954159374e+00 2.050180162271235049e-02
4.800000000000000000e+02 2.500180683638864920e+00 1.896925818629069393e-02
5.100000000000000000e+02 2.495612706802558201e+00 1.886450999741406606e-02
5.400000000000000000e+02 2.507300783449155634e+00 1.811389199263878022e-02
5.700000000000000000e+02 2.512758001950869069e+00 1.604785731771748644e-02
6.000000000000000000e+02 2.513358367838534058e+00 1.598345128552532482e-02
6.300000000000000000e+02 2.512254692878208129e+00 1.724323533566187588e-02
6.600000000000000000e+02 2.516526162989513260e+00 1.650846557309314927e-02
6.900000000000000000e+02 2.521859714513337458e+00 1.642332886488045984e-02
7.200000000000000000e+02 2.524489852841641735e+00 1.781323972532000352e-02
7.500000000000000000e+02 2.523448964985287812e+00 1.904637813645957897e-02
7.800000000000000000e+02 2.525204091578014509e+00 1.989511269551454478e-02
8.100000000000000000e+02 2.514433823707058036e+00 1.823877529869097000e-02
8.400000000000000000e+02 2.519293964594787383e+00 1.844327117243962574e-02
8.700000000000000000e+02 2.520562952227333398e+00 1.743813616316759046e-02
9.000000000000000000e+02 2.527796473235405905e+00 1.735146014628462935e-02
9.300000000000000000e+02 2.534210157573791644e+00 1.800932543381095208e-02
9.600000000000000000e+02 2.531179902816167893e+00 1.794706096982264659e-02
9.900000000000000000e+02 2.528080332233396010e+00 1.815586837124471067e-02
1.020000000000000000e+03 2.527423101080861656e+00 1.758143539092695690e-02
1.050000000000000000e+03 2.527522681061383114e+00 1.709694952099908086e-02
1.080000000000000000e+03 2.524433646500917394e+00 1.742055217669308265e-02
1.110000000000000000e+03 2.518068808978140893e+00 1.760402401888872675e-02
1.140000000000000000e+03 2.520364008984651072e+00 1.696574392575941198e-02
1.170000000000000000e+03 2.522406470097569020e+00 1.753035590930369578e-02
1.200000000000000000e+03 2.525165654399681436e+00 1.815155887980382868e-02
1.230000000000000000e+03 2.527524274656481218e+00 1.647210335051453936e-02
1.260000000000000000e+03 2.528744042271581449e+00 1.757339736856109932e-02
1.290000000000000000e+03 2.528378859724066174e+00 1.786505229850704479e-02
1.320000000000000000e+03 2.526672514860317076e+00 1.858079644358135579e-02
1.350000000000000000e+03 2.521976564720977532e+00 1.777058578330937763e-02
1.380000000000000000e+03 2.519501997463383436e+00 1.815177571820594457e-02
1.410000000000000000e+03 2.519638127738977218e+00 1.860972701219966094e-02
1.440000000000000000e+03 2.518212763954856381e+00 1.891667545922532528e-02
1.470000000000000000e+03 2.518179293471892954e+00 1.913387673433971162e-02
1.500000000000000000e+03 2.515914276705511821e+00 1.871136385036047123e-02
1.530000000000000000e+03 2.514427632275070490e+00 1.821609408825166504e-02
1.560000000000000000e+03 2.516477015915834947e+00 1.792479612696777982e-02
1.590000000000000000e+03 2.515851222343579163e+00 1.707780210510380023e-02
1.620000000000000000e+03 2.513095236133654709e+00 1.643681919058695429e-02
1.650000000000000000e+03 2.516571703395033666e+00 1.602205048921402641e-02
1.680000000000000000e+03 2.516924460265439478e+00 1.504855812207778025e-02
1.710000000000000000e+03 2.517871480970771625e+00 1.417378464229557093e-02
1.740000000000000000e+03 2.519512247401451965e+00 1.454243773511040665e-02
1.770000000000000000e+03 2.519958765713793181e+00 1.515699640961434315e-02
1.800000000000000000e+03 2.518997910819530173e+00 1.510566247426749220e-02
1.830000000000000000e+03 2.517084712623757436e+00 1.589047743025570614e-02
1.860000000000000000e+03 2.516328337283608718e+00 1.584374724550915645e-02
1.890000000000000000e+03 2.516043196281906535e+00 1.554245032899217657e-02
1.920000000000000000e+03 2.521535382034366890e+00 1.617831678890618158e-02
1.950000000000000000e+03 2.518988134246146871e+00 1.590408748503022163e-02
1.980000000000000000e+03 2.516747595409427163e+00 1.625119401840986397e-02
2.010000000000000000e+03 2.517758223125559081e+00 1.721848048048083696e-02
2.040000000000000000e+03 2.522243175300996398e+00 1.684606163583585170e-02
2.070000000000000000e+03 2.519824442167103218e+00 1.681252944971621532e-02
2.100000000000000000e+03 2.514384107672197999e+00 1.643118891224479294e-02
2.130000000000000000e+03 2.514246084665030967e+00 1.637839557706944130e-02
2.160000000000000000e+03 2.514991066639298278e+00 1.666306201418780997e-02
2.190000000000000000e+03 2.518015352084162828e+00 1.686595610971953346e-02
2.220000000000000000e+03 2.517560677690606763e+00 1.734765661474749546e-02
2.250000000000000000e+03 2.514601068555291530e+00 1.724396494935337421e-02
2.280000000000000000e+03 2.518372291912805316e+00 1.700196236807802186e-02
2.310000000000000000e+03 2.518096024427853408e+00 1.685915963851750479e-02
2.340000000000000000e+03 2.516761656974321859e+00 1.705322575743372510e-02
2.370000000000000000e+03 2.518273639976652323e+00 1.697595373145283776e-02
2.400000000000000000e+03 2.519503163958238368e+00 1.671643165717380183e-02
2.430000000000000000e+03 2.518242209711199386e+00 1.686562672753205358e-02
2.460000000000000000e+03 2.518973293100223110e+00 1.652436759123542681e-02
2.490000000000000000e+03 2.515351538209348092e+00 1.646199656987083065e-02
2.520000000000000000e+03 2.512825052125687186e+00 1.674470188152985678e-02
2.550000000000000000e+03 2.508700854344786624e+00 1.707576109780049520e-02
2.580000000000000000e+03 2.509589360558923232e+00 1.719912786809945499e-02
2.610000000000000000e+03 2.513226715773050568e+00 1.745857769020797701e-02
2.640000000000000000e+03 2.509659871950164600e+00 1.745958846296128547e-02
2.670000000000000000e+03 2.510894092613030981e+00 1.768890670074804369e-02
2.700000000000000000e+03 2.510678199004043432e+00 1.739676232730475586e-02
2.730000000000000000e+03 2.512242051128921183e+00 1.699233021149065131e-02
2.760000000000000000e+03 2.511517636173162593e+00 1.666415540600666573e-02
2.790000000000000000e+03 2.509172658236964448e+00 1.661678138269039387e-02
2.820000000000000000e+03 2.509524338389976350e+00 1.682014680379173566e-02
2.850000000000000000e+03 2.505775610921616714e+00 1.602010315643575059e-02
2.880000000000000000e+03 2.503714286337534567e+00 1.567666966313954399e-02
2.910000000000000000e+03 2.502742728805748662e+00 1.533247871099154697e-02
