# # n, sigma
3.000000000000000000e+01 2.489302170826749538e+00 8.704011687865080560e-02
6.000000000000000000e+01 3.579931245727029587e+00 4.991736988360180871e-01
9.000000000000000000e+01 2.483729366821711970e+00 6.977245220580668983e-02
1.200000000000000000e+02 2.488906538856027861e+00 6.834592554884945381e-02
1.500000000000000000e+02 2.501402661191634014e+00 6.159420095547801094e-02
1.800000000000000000e+02 2.512488461859162303e+00 5.459139126732280578e-02
2.100000000000000000e+02 2.523372771446545482e+00 6.081114188834120526e-02
2.400000000000000000e+02 2.526647439941071660e+00 5.466962666454752012e-02
2.700000000000000000e+02 2.515188486975804327e+00 4.956781955753029878e-02
3.000000000000000000e+02 2.530543155833632873e+00 4.454435100208269799e-02
3.300000000000000000e+02 2.537528704393432921e+00 4.569686022154477445e-02
3.600000000000000000e+02 2.525660818957156550e+00 4.421828649583515319e-02
3.900000000000000000e+02 2.531768093048069712e+00 3.965098057448580848e-02
4.200000000000000000e+02 2.533148336280141688e+00 3.582979580010604848e-02
4.500000000000000000e+02 2.530799969512877112e+00 3.534273980121762498e-02
4.800000000000000000e+02 2.536677871231092229e+00 3.327439452205419729e-02
5.100000000000000000e+02 2.542536148283609077e+00 3.245442596332177160e-02
5.400000000000000000e+02 2.534094409776693535e+00 2.681793235212821813e-02
5.700000000000000000e+02 2.526371613048891351e+00 2.722831389310304689e-02
6.000000000000000000e+02 2.518579528807232126e+00 2.824599702950326974e-02
6.300000000000000000e+02 2.517045430012637475e+00 2.634774552231960304e-02
6.600000000000000000e+02 2.517583331501703103e+00 2.717734655208879288e-02
6.900000000000000000e+02 2.521072715484754312e+00 2.794734175384697150e-02
7.200000000000000000e+02 2.521610137825768927e+00 2.682260838766164363e-02
7.500000000000000000e+02 2.522896625672991444e+00 2.667525242510517328e-02
7.800000000000000000e+02 2.521185628263174383e+00 2.372911283608285585e-02
8.100000000000000000e+02 2.519482053898005169e+00 2.260849104162219320e-02
8.400000000000000000e+02 2.521472832553771415e+00 2.198676247438470857e-02
8.700000000000000000e+02 2.523028599576004005e+00 2.122100488497306522e-02
9.000000000000000000e+02 2.521631801752154622e+00 2.092181309685100729e-02
9.300000000000000000e+02 2.521299118189896937e+00 1.961201021353563279e-02
9.600000000000000000e+02 2.515848040460355151e+00 2.044629705805133327e-02
9.900000000000000000e+02 2.516691900994698194e+00 1.924922709974495605e-02
1.020000000000000000e+03 2.512975089429371423e+00 1.887305939764287108e-02
1.050000000000000000e+03 2.510652826237596447e+00 1.868050399987766091e-02
1.080000000000000000e+03 2.510236798503104438e+00 1.936886678926680316e-02
1.110000000000000000e+03 2.509382211226927506e+00 1.932634912217548115e-02
1.140000000000000000e+03 2.506242842562670603e+00 1.737588780462680574e-02
1.170000000000000000e+03 2.508231799757898450e+00 1.685783784063672394e-02
1.200000000000000000e+03 2.504554616820382495e+00 1.620825575958743242e-02
1.230000000000000000e+03 2.502039200761861704e+00 1.635605978710674702e-02
1.260000000000000000e+03 2.498748634189732698e+00 1.689205092425482072e-02
1.290000000000000000e+03 2.501391861962058538e+00 1.716513694419708608e-02
1.320000000000000000e+03 2.498891358130860940e+00 1.694081439957004220e-02
1.350000000000000000e+03 2.499033206778882299e+00 1.692811693833646755e-02
1.380000000000000000e+03 2.497862057459749874e+00 1.594146880151935813e-02
