# # n, sigma
3.000000000000000000e+01 2.519918309471290030e+00 8.799350522794008311e-02
6.000000000000000000e+01 3.663819998983235848e+00 2.991342743258036396e-01
9.000000000000000000e+01 2.451640453804546205e+00 6.376798464734649563e-02
1.200000000000000000e+02 2.420712912871759492e+00 4.367510829179454407e-02
1.500000000000000000e+02 2.433221825581028064e+00 3.578675102000199171e-02
1.800000000000000000e+02 2.413634634352852082e+00 3.030663518969525100e-02
2.100000000000000000e+02 2.431053864885350801e+00 3.224739471719271361e-02
2.400000000000000000e+02 2.427902123818780122e+00 3.210327510219848635e-02
2.700000000000000000e+02 2.456574281881790167e+00 3.211454755610649442e-02
3.000000000000000000e+02 2.444550182596168852e+00 3.430877017060032785e-02
3.300000000000000000e+02 2.446664213795686660e+00 3.426672615903198632e-02
3.600000000000000000e+02 2.430599599733975325e+00 3.380383870784845618e-02
3.900000000000000000e+02 2.420370985064282277e+00 3.168858147995480545e-02
4.200000000000000000e+02 2.432301692273421079e+00 3.281054532492101716e-02
4.500000000000000000e+02 2.454225443699191267e+00 3.043771574434207469e-02
4.800000000000000000e+02 2.461216536688425105e+00 2.826476395394083088e-02
5.100000000000000000e+02 2.476650842383414375e+00 2.809994486469573685e-02
5.400000000000000000e+02 2.502476574938944598e+00 3.088342890723823689e-02
5.700000000000000000e+02 2.505364641146413440e+00 2.985082221214276077e-02
6.000000000000000000e+02 2.502841378536070582e+00 2.790046371644625683e-02
6.300000000000000000e+02 2.497192226336690357e+00 2.572683986953234678e-02
6.600000000000000000e+02 2.505527909518142415e+00 2.673866675292328743e-02
6.900000000000000000e+02 2.495840416724815380e+00 2.606577228586861097e-02
7.200000000000000000e+02 2.508208662930140331e+00 2.809724201193646714e-02
7.500000000000000000e+02 2.509719188271177792e+00 2.762400120163473888e-02
7.800000000000000000e+02 2.509904283855978857e+00 2.731553412640415346e-02
8.100000000000000000e+02 2.519119279585281035e+00 2.803995842826478499e-02
8.400000000000000000e+02 2.514911645812970775e+00 2.632711941160345570e-02
8.700000000000000000e+02 2.514728573161417291e+00 2.638143785123436141e-02
9.000000000000000000e+02 2.519868802037145361e+00 2.662364834232159097e-02
9.300000000000000000e+02 2.518166356960641394e+00 2.722242110514727295e-02
9.600000000000000000e+02 2.512155229251104682e+00 2.537717280552225993e-02
9.900000000000000000e+02 2.501919765456539491e+00 2.305792912452623786e-02
1.020000000000000000e+03 2.509048914016108078e+00 2.352376813269478617e-02
1.050000000000000000e+03 2.514290064727890961e+00 2.386426778403507795e-02
1.080000000000000000e+03 2.513462621892786686e+00 2.302350344070778349e-02
1.110000000000000000e+03 2.518764433721011109e+00 2.284067947400866827e-02
1.140000000000000000e+03 2.515697027073005021e+00 2.213383040059326359e-02
1.170000000000000000e+03 2.504858968505141448e+00 2.221207773602679528e-02
1.200000000000000000e+03 2.501714708274189292e+00 2.324229373956267566e-02
1.230000000000000000e+03 2.495577138213785240e+00 2.241702574434745882e-02
1.260000000000000000e+03 2.498159104998367575e+00 2.181626752852657350e-02
1.290000000000000000e+03 2.499076718183077972e+00 2.146649736640710016e-02
1.320000000000000000e+03 2.495502466797101082e+00 2.083450183587933630e-02
1.350000000000000000e+03 2.494145412447474897e+00 2.095992846763296974e-02
1.380000000000000000e+03 2.495229631758713040e+00 2.073952992516740063e-02
1.410000000000000000e+03 2.495779293028313361e+00 2.008943620072056388e-02
1.440000000000000000e+03 2.493771182324132418e+00 1.972887837048008242e-02
1.470000000000000000e+03 2.490669808325623347e+00 1.835000790490231778e-02
1.500000000000000000e+03 2.491188516899404792e+00 1.802518384320936362e-02
1.530000000000000000e+03 2.495772834754641512e+00 1.826294902815725832e-02
1.560000000000000000e+03 2.496036931496696365e+00 1.767199513512468512e-02
1.590000000000000000e+03 2.498837965438783115e+00 1.764110073875863743e-02
1.620000000000000000e+03 2.499294826747488596e+00 1.800558305598529141e-02
1.650000000000000000e+03 2.497785535027677195e+00 1.771829864751933020e-02
1.680000000000000000e+03 2.498166566530551691e+00 1.822456002036745154e-02
1.710000000000000000e+03 2.494971181171560026e+00 1.845043593553880035e-02
1.740000000000000000e+03 2.491942734582777597e+00 1.861953167652681540e-02
1.770000000000000000e+03 2.489394904839983269e+00 1.875212370257013650e-02
1.800000000000000000e+03 2.488738284706618842e+00 1.842906775676617093e-02
1.830000000000000000e+03 2.488587129200462655e+00 1.813469271915557623e-02
1.860000000000000000e+03 2.484708189672599765e+00 1.834356282640383848e-02
1.890000000000000000e+03 2.487977464131086780e+00 1.827324745280253793e-02
1.920000000000000000e+03 2.492092270262491471e+00 1.867165283384556590e-02
1.950000000000000000e+03 2.490494877558969478e+00 1.775785794768259748e-02
1.980000000000000000e+03 2.491152501346503456e+00 1.721311702805059310e-02
2.010000000000000000e+03 2.490140198645013125e+00 1.723767294308518883e-02
2.040000000000000000e+03 2.490230635774965062e+00 1.718994013856373765e-02
2.070000000000000000e+03 2.488316452675631840e+00 1.702934057257451950e-02
2.100000000000000000e+03 2.493613986517399184e+00 1.642099010612499757e-02
2.130000000000000000e+03 2.496370420453228434e+00 1.638325039954693224e-02
2.160000000000000000e+03 2.496573097077175785e+00 1.629191929041997819e-02
2.190000000000000000e+03 2.498441904896057775e+00 1.605670374073713685e-02
2.220000000000000000e+03 2.498990579506766174e+00 1.641381953602501220e-02
2.250000000000000000e+03 2.500484154864745179e+00 1.638869482222176863e-02
2.280000000000000000e+03 2.499222979514897691e+00 1.587114473027114933e-02
2.310000000000000000e+03 2.499442988710555813e+00 1.560237091082390323e-02
2.340000000000000000e+03 2.499158263500033783e+00 1.525170654583737039e-02
2.370000000000000000e+03 2.500906132135023441e+00 1.585531279262155160e-02
2.400000000000000000e+03 2.501977333961502126e+00 1.548555244727474814e-02
2.430000000000000000e+03 2.503789548306430746e+00 1.624321756790491830e-02
2.460000000000000000e+03 2.504853694703719214e+00 1.642674661398675975e-02
2.490000000000000000e+03 2.502742660308023392e+00 1.615599546203570769e-02
2.520000000000000000e+03 2.505295582219896122e+00 1.625436139567876595e-02
2.550000000000000000e+03 2.504645461917803573e+00 1.642089808750776814e-02
2.580000000000000000e+03 2.505759203539173363e+00 1.621158607611370567e-02
2.610000000000000000e+03 2.503446681762341086e+00 1.582029352153017931e-02
2.640000000000000000e+03 2.503703795820291678e+00 1.579232642075532184e-02
