# # n, sigma
3.000000000000000000e+01 3.285523839218809528e+00 1.664897446681899984e-01
6.000000000000000000e+01 3.288467409606020908e+00 2.519571230739046097e-01
9.000000000000000000e+01 2.513191722916191306e+00 1.003429702150911706e-01
1.200000000000000000e+02 2.396593389932241802e+00 7.952935693786451765e-02
1.500000000000000000e+02 1.892529435017682005e+00 1.307016375893725324e-01
1.800000000000000000e+02 1.879996778519307687e+00 1.132046215768243019e-01
2.100000000000000000e+02 2.445800944257518594e+00 6.395180678115845729e-02
2.400000000000000000e+02 2.448670905478441906e+00 4.379209713644134638e-02
2.700000000000000000e+02 2.450493874733527644e+00 4.236580480279839717e-02
3.000000000000000000e+02 2.449059476137735558e+00 5.013701901780798914e-02
3.300000000000000000e+02 2.454368318915487457e+00 4.934317974400806439e-02
3.600000000000000000e+02 2.462742130285196396e+00 4.614850461077558280e-02
3.900000000000000000e+02 2.464760319242335740e+00 4.008217088446114351e-02
4.200000000000000000e+02 2.445026882036076987e+00 3.933653813261469429e-02
4.500000000000000000e+02 2.451869675758210132e+00 3.635670315714583517e-02
4.800000000000000000e+02 2.468662450842442180e+00 3.039487524886263364e-02
5.100000000000000000e+02 2.490097502706020816e+00 3.556374710881377021e-02
5.400000000000000000e+02 2.476832863511373439e+00 3.708439018026880168e-02
5.700000000000000000e+02 2.461593347369883222e+00 3.915458854307531100e-02
6.000000000000000000e+02 2.461943314156323392e+00 3.612051308502019914e-02
6.300000000000000000e+02 2.475329033606405549e+00 3.944096017769840173e-02
6.600000000000000000e+02 2.467222404465658769e+00 3.823235133022603871e-02
6.900000000000000000e+02 2.459512739702476747e+00 3.768532355186357541e-02
7.200000000000000000e+02 2.457427180658982468e+00 3.409122285928106039e-02
7.500000000000000000e+02 2.447435227494815013e+00 3.630150525689661289e-02
7.800000000000000000e+02 2.442775233667551227e+00 3.440336233081137812e-02
8.100000000000000000e+02 2.437473724939204445e+00 3.073951509114079828e-02
8.400000000000000000e+02 2.438146823424240495e+00 2.677319464815618860e-02
8.700000000000000000e+02 2.445948534681489761e+00 2.654450157618158321e-02
9.000000000000000000e+02 2.452083297517849036e+00 2.601961192132406370e-02
9.300000000000000000e+02 2.453496714434058923e+00 2.605839095565434457e-02
9.600000000000000000e+02 2.452438094050051198e+00 2.608224919270397957e-02
9.900000000000000000e+02 2.456822687391841953e+00 2.739972136757448662e-02
1.020000000000000000e+03 2.461501888434180607e+00 2.665518149106447729e-02
1.050000000000000000e+03 2.467232615068307933e+00 2.699292109271389864e-02
1.080000000000000000e+03 2.472389548015796024e+00 2.642249946769471836e-02
1.110000000000000000e+03 2.474608463480144849e+00 2.594567233827843600e-02
1.140000000000000000e+03 2.467519258018699979e+00 2.526485584874300916e-02
1.170000000000000000e+03 2.466139732947218555e+00 2.480986113555009795e-02
1.200000000000000000e+03 2.455296676959991320e+00 2.523952556641506292e-02
1.230000000000000000e+03 2.453694069435058189e+00 2.455475559017498630e-02
1.260000000000000000e+03 2.453182984858811810e+00 2.419198447046337977e-02
1.290000000000000000e+03 2.457702294631384898e+00 2.338435179411510120e-02
1.320000000000000000e+03 2.455035967814674258e+00 2.347165472326742316e-02
1.350000000000000000e+03 2.453333765080368600e+00 2.377169779668925759e-02
1.380000000000000000e+03 2.454321064698488986e+00 2.358763213237809533e-02
1.410000000000000000e+03 2.454221184476473638e+00 2.295026491481222397e-02
1.440000000000000000e+03 2.453989525578237796e+00 2.226451390382902171e-02
1.470000000000000000e+03 2.454429744289060356e+00 2.269193136530784499e-02
1.500000000000000000e+03 2.453576522433557727e+00 2.145320547484890275e-02
1.530000000000000000e+03 2.457471974060161823e+00 1.974247122620575653e-02
1.560000000000000000e+03 2.465672036195484473e+00 1.933237044616724354e-02
1.590000000000000000e+03 2.464014588015936091e+00 1.833124281175960851e-02
1.620000000000000000e+03 2.463980431565351292e+00 1.815681584304998375e-02
1.650000000000000000e+03 2.470582630630446808e+00 1.659900992413636256e-02
1.680000000000000000e+03 2.468551456339153294e+00 1.600569747499808182e-02
1.710000000000000000e+03 2.465035652578047021e+00 1.637166152655790755e-02
1.740000000000000000e+03 2.471155564288063378e+00 1.600575086687785684e-02
1.770000000000000000e+03 2.469195697166178149e+00 1.587098969868726284e-02
1.800000000000000000e+03 2.474182993973060629e+00 1.544968677021242402e-02
1.830000000000000000e+03 2.474625170484884062e+00 1.559069441996272821e-02
1.860000000000000000e+03 2.472596718746574496e+00 1.598763173010868052e-02
1.890000000000000000e+03 2.474099411128095838e+00 1.641181205125586545e-02
1.920000000000000000e+03 2.478859327105011889e+00 1.598016483211494101e-02
1.950000000000000000e+03 2.477902740049097385e+00 1.598473704974947771e-02
1.980000000000000000e+03 2.480657869866557785e+00 1.571365746851208570e-02
2.010000000000000000e+03 2.475859045419828597e+00 1.578430553031020048e-02
2.040000000000000000e+03 2.474470314338682364e+00 1.586211544534061810e-02
2.070000000000000000e+03 2.479844352036311150e+00 1.530105877853285730e-02
2.100000000000000000e+03 2.481295671873836373e+00 1.541443824186595514e-02
2.130000000000000000e+03 2.476053487135616571e+00 1.462849640143649294e-02
2.160000000000000000e+03 2.475818012747236452e+00 1.503806865703728908e-02
2.190000000000000000e+03 2.475789489658741349e+00 1.392108595524405024e-02
2.220000000000000000e+03 2.473125936780625977e+00 1.364799833029831447e-02
2.250000000000000000e+03 2.468327966838664622e+00 1.382753419121791894e-02
2.280000000000000000e+03 2.468927304709465975e+00 1.402940236506473870e-02
2.310000000000000000e+03 2.470709289598608915e+00 1.413091022604849416e-02
2.340000000000000000e+03 2.469920456698043054e+00 1.416519658803493120e-02
2.370000000000000000e+03 2.469168436285913426e+00 1.409040002841599991e-02
2.400000000000000000e+03 2.473035559822145846e+00 1.368011967096520974e-02
2.430000000000000000e+03 2.472814948775272192e+00 1.329886490532085352e-02
2.460000000000000000e+03 2.474666983661004238e+00 1.310422123742569465e-02
2.490000000000000000e+03 2.478180804307907437e+00 1.339327254525149447e-02
2.520000000000000000e+03 2.477629694807704563e+00 1.328216188547846205e-02
2.550000000000000000e+03 2.478830384352822769e+00 1.305532878800082577e-02
2.580000000000000000e+03 2.482131437143049624e+00 1.318118551442361286e-02
2.610000000000000000e+03 2.484298376657873231e+00 1.344461056525968548e-02
2.640000000000000000e+03 2.484769151183125135e+00 1.349142666694918245e-02
2.670000000000000000e+03 2.484908521876510790e+00 1.322883193544922495e-02
2.700000000000000000e+03 2.483899917726946072e+00 1.364016435796797967e-02
2.730000000000000000e+03 2.484771087000883227e+00 1.367122250259630682e-02
2.760000000000000000e+03 2.485946075525311105e+00 1.365631485563336203e-02
2.790000000000000000e+03 2.488414053016362537e+00 1.310497422437595025e-02
2.820000000000000000e+03 2.490620228757247201e+00 1.278156991846629911e-02
2.850000000000000000e+03 2.492397711858242548e+00 1.282513783176745387e-02
2.880000000000000000e+03 2.492522070749275453e+00 1.308875468965913641e-02
2.910000000000000000e+03 2.492078602429379952e+00 1.300469490702533745e-02
2.940000000000000000e+03 2.491522154271455403e+00 1.224343710405557777e-02
2.970000000000000000e+03 2.489997125564658020e+00 1.241683966298526114e-02
3.000000000000000000e+03 2.491558967500618227e+00 1.220574374901843041e-02
3.030000000000000000e+03 2.491332792347403124e+00 1.199201394408819232e-02
3.060000000000000000e+03 2.493042615039265719e+00 1.196436669150787932e-02
3.090000000000000000e+03 2.492308262087497450e+00 1.216134466636193887e-02
3.120000000000000000e+03 2.491687946677985988e+00 1.215272994251425862e-02
3.150000000000000000e+03 2.491626296992866418e+00 1.217875300085183299e-02
3.180000000000000000e+03 2.491560829308728575e+00 1.232997252013447870e-02
3.210000000000000000e+03 2.494641911835271841e+00 1.226632646444730454e-02
3.240000000000000000e+03 2.493364578420123490e+00 1.220945246947096469e-02
3.270000000000000000e+03 2.494189309886177153e+00 1.205289825764381192e-02
3.300000000000000000e+03 2.494578451836453326e+00 1.175994834149357050e-02
3.330000000000000000e+03 2.494974706523904295e+00 1.121887614644595348e-02
3.360000000000000000e+03 2.495505096550283852e+00 1.104100772345592042e-02
3.390000000000000000e+03 2.496490145666397709e+00 1.124967439018469476e-02
3.420000000000000000e+03 2.497730018310738487e+00 1.136436228908729862e-02
3.450000000000000000e+03 2.497430713411986414e+00 1.120153654686580416e-02
3.480000000000000000e+03 2.496711852440081980e+00 1.088209089842656109e-02
3.510000000000000000e+03 2.496761469719469329e+00 1.075901620956929566e-02
3.540000000000000000e+03 2.495150847401395922e+00 1.057360788371897696e-02
3.570000000000000000e+03 2.495580134421840235e+00 1.073807207775317497e-02
3.600000000000000000e+03 2.497093468795705373e+00 1.065318052704553216e-02
3.630000000000000000e+03 2.497109860977244189e+00 1.062789163531223727e-02
3.660000000000000000e+03 2.494636450296201957e+00 1.060697700435748146e-02
3.690000000000000000e+03 2.493483885502181696e+00 1.063223732091308701e-02
3.720000000000000000e+03 2.493664401335915937e+00 1.087702486985579753e-02
3.750000000000000000e+03 2.493336357121139546e+00 1.082879003228985615e-02
3.780000000000000000e+03 2.492153831181443735e+00 1.082882506535406096e-02
3.810000000000000000e+03 2.493823327725753991e+00 1.084922226724477877e-02
3.840000000000000000e+03 2.493449280553915681e+00 1.087474232842364046e-02
3.870000000000000000e+03 2.492509468142188211e+00 1.083097042355308202e-02
3.900000000000000000e+03 2.493441265795224737e+00 1.051892957412744675e-02
3.930000000000000000e+03 2.493862810924462714e+00 1.076111943623014357e-02
3.960000000000000000e+03 2.493437160255887353e+00 1.046391340075437069e-02
3.990000000000000000e+03 2.494365069777060739e+00 1.050849512302944218e-02
4.020000000000000000e+03 2.495414278802822405e+00 1.047038068153659934e-02
4.050000000000000000e+03 2.495483250152179977e+00 1.027846515195719561e-02
4.080000000000000000e+03 2.495654742078114996e+00 1.026085448578582283e-02
4.110000000000000000e+03 2.495760630664948909e+00 1.033463397625197788e-02
4.140000000000000000e+03 2.495009420276756096e+00 1.021337687544279782e-02
4.170000000000000000e+03 2.494157220282731124e+00 1.028829043103990891e-02
4.200000000000000000e+03 2.494104807721963635e+00 1.036107292778451830e-02
4.230000000000000000e+03 2.493386162763687963e+00 1.045894979802807628e-02
4.260000000000000000e+03 2.492168539329565391e+00 1.024517870476059599e-02
4.290000000000000000e+03 2.492672488747049719e+00 1.004873032650282876e-02
4.320000000000000000e+03 2.493686970961113136e+00 1.008406358440619432e-02
4.350000000000000000e+03 2.492764869139446393e+00 1.016136197720317498e-02
4.380000000000000000e+03 2.492036523987383401e+00 9.904707045112337918e-03
4.410000000000000000e+03 2.491613331754059857e+00 9.753763506913254791e-03
4.440000000000000000e+03 2.491112016282300168e+00 9.667778581798925144e-03
4.470000000000000000e+03 2.490881590786085287e+00 9.592644478206019051e-03
4.500000000000000000e+03 2.491048092071496356e+00 9.408992090695799532e-03
4.530000000000000000e+03 2.491456222862824976e+00 9.490884986955565664e-03
4.560000000000000000e+03 2.491585917040199050e+00 9.513438103298892806e-03
4.590000000000000000e+03 2.493315114211549499e+00 9.317931347154728358e-03
4.620000000000000000e+03 2.493039944281751907e+00 9.268860791501807098e-03
4.650000000000000000e+03 2.492388613153302401e+00 9.070818069014522853e-03
4.680000000000000000e+03 2.491639259944928408e+00 8.916978046096531857e-03
4.710000000000000000e+03 2.491902456334170513e+00 9.255385081196323624e-03
