# # n, sigma
3.000000000000000000e+01 1.791683684382736397e+00 1.085429529088292877e-01
6.000000000000000000e+01 2.583849081136329051e+00 7.368156192042873975e-02
9.000000000000000000e+01 2.563844930340096528e+00 8.718838917085723617e-02
1.200000000000000000e+02 3.188013112242048308e+00 9.229156738208084410e-02
1.500000000000000000e+02 3.188373130840064462e+00 1.183729697898072836e-01
1.800000000000000000e+02 2.564524919610826181e+00 5.039882128665580663e-02
2.100000000000000000e+02 2.539706909792445622e+00 4.684106734092428892e-02
2.400000000000000000e+02 2.505636007197198811e+00 5.069427395052933383e-02
2.700000000000000000e+02 2.519801083473450554e+00 4.884662295177520652e-02
3.000000000000000000e+02 2.515918282891659974e+00 4.072539027839926218e-02
3.300000000000000000e+02 2.519895156292677019e+00 3.998860395776256127e-02
3.600000000000000000e+02 2.525658603090354504e+00 3.755028056494397887e-02
3.900000000000000000e+02 2.540207427228671211e+00 3.612983161496816087e-02
4.200000000000000000e+02 2.555797584721037907e+00 3.227682590700561849e-02
4.500000000000000000e+02 2.570247491630421877e+00 2.587558371232842949e-02
4.800000000000000000e+02 2.565893482832060535e+00 2.371442237520642385e-02
5.100000000000000000e+02 2.570444918737504914e+00 2.707753667930801189e-02
5.400000000000000000e+02 2.573727701807241530e+00 2.676065853357276203e-02
5.700000000000000000e+02 2.570270513514542721e+00 2.623612615224961073e-02
6.000000000000000000e+02 2.568255970569617741e+00 2.422946993239647948e-02
6.300000000000000000e+02 2.558115990208651880e+00 2.485720015418451528e-02
6.600000000000000000e+02 2.553941338737276912e+00 2.487118997597391121e-02
6.900000000000000000e+02 2.555293703219537527e+00 2.490299159754146008e-02
7.200000000000000000e+02 2.543947960664183938e+00 2.387789048017346580e-02
7.500000000000000000e+02 2.544738708696725027e+00 2.253891328587387388e-02
7.800000000000000000e+02 2.549255786144791092e+00 2.046764037429577368e-02
8.100000000000000000e+02 2.553429708632332318e+00 2.098206433694210782e-02
8.400000000000000000e+02 2.548210650374675978e+00 1.977012461819722955e-02
8.700000000000000000e+02 2.550519423727047652e+00 1.903930196192978389e-02
9.000000000000000000e+02 2.542055546755393358e+00 1.908171006768495659e-02
9.300000000000000000e+02 2.538559584237343625e+00 1.872655130598940496e-02
9.600000000000000000e+02 2.537888219697615799e+00 1.903873990345381073e-02
9.900000000000000000e+02 2.533783849005773359e+00 1.818495487827831089e-02
1.020000000000000000e+03 2.536671118067542086e+00 1.862549514157409505e-02
1.050000000000000000e+03 2.534084996875412443e+00 1.825286414615707661e-02
1.080000000000000000e+03 2.534083002925439310e+00 1.737910808277558922e-02
1.110000000000000000e+03 2.534774742902580424e+00 1.702463191136428106e-02
1.140000000000000000e+03 2.535980701342588350e+00 1.842227137860340258e-02
1.170000000000000000e+03 2.535048561728102445e+00 1.976717987471331844e-02
1.200000000000000000e+03 2.533267122416682060e+00 2.077893387239542963e-02
1.230000000000000000e+03 2.533357925629339924e+00 2.006135424368898565e-02
1.260000000000000000e+03 2.535619214892848472e+00 1.995212013039592003e-02
