# # n, sigma
3.000000000000000000e+01 2.516895297787714814e+00 1.239411371560011771e-01
6.000000000000000000e+01 2.562628681558225541e+00 5.306424965264616017e-02
9.000000000000000000e+01 2.574151449014107751e+00 5.911890108453854431e-02
1.200000000000000000e+02 2.574439938759875091e+00 5.697397407849075918e-02
1.500000000000000000e+02 2.592270588305639833e+00 5.610412283940827832e-02
1.800000000000000000e+02 2.553280658228797684e+00 6.190594025244557097e-02
2.100000000000000000e+02 2.506451749598685108e+00 5.907771018261034901e-02
2.400000000000000000e+02 2.564106725946952547e+00 4.418249374180155398e-02
2.700000000000000000e+02 2.554556136873361361e+00 4.869535865567709704e-02
3.000000000000000000e+02 2.527650125931531822e+00 4.615758244070610611e-02
3.300000000000000000e+02 2.516294125353719213e+00 3.805732445943093428e-02
3.600000000000000000e+02 2.500810103544020890e+00 3.310194750895851384e-02
3.900000000000000000e+02 2.499942953784780819e+00 3.304643062757612465e-02
4.200000000000000000e+02 2.502175005027516885e+00 3.172295053542696641e-02
4.500000000000000000e+02 2.477683320378576415e+00 2.817135030758777248e-02
4.800000000000000000e+02 2.483986597251438777e+00 2.847699877572284002e-02
5.100000000000000000e+02 2.474924097804504619e+00 2.953276577471660586e-02
5.400000000000000000e+02 2.461081763197394245e+00 2.575358202277473058e-02
5.700000000000000000e+02 2.471927360355918868e+00 2.491974608847409220e-02
6.000000000000000000e+02 2.477270396516709106e+00 2.563002846456553102e-02
6.300000000000000000e+02 2.462877368034702918e+00 2.819349195982574080e-02
6.600000000000000000e+02 2.460485571341447297e+00 2.732263462757259995e-02
6.900000000000000000e+02 2.466056989056744086e+00 2.601615077867933459e-02
7.200000000000000000e+02 2.464902517514734548e+00 2.617787167428150055e-02
7.500000000000000000e+02 2.466795302852374139e+00 2.509112782451546758e-02
7.800000000000000000e+02 2.459409924458095364e+00 2.326617329750947649e-02
8.100000000000000000e+02 2.457013869207125722e+00 2.290804678650209744e-02
8.400000000000000000e+02 2.453447173552825156e+00 2.443936675548782217e-02
8.700000000000000000e+02 2.449737354607736783e+00 2.341297860183949933e-02
9.000000000000000000e+02 2.454216962219442966e+00 2.103212159991467434e-02
9.300000000000000000e+02 2.446810274006202324e+00 2.141099258569896177e-02
9.600000000000000000e+02 2.451560417944223857e+00 2.228182633437323854e-02
9.900000000000000000e+02 2.463804133951278619e+00 2.203620073975626550e-02
1.020000000000000000e+03 2.468670495849007107e+00 2.361136145493675925e-02
1.050000000000000000e+03 2.476286930901034022e+00 2.317158003893228513e-02
1.080000000000000000e+03 2.470780657586484352e+00 2.253473203953099135e-02
1.110000000000000000e+03 2.468789307703688873e+00 2.203175380107200848e-02
1.140000000000000000e+03 2.465711829226020946e+00 2.220463861687921661e-02
1.170000000000000000e+03 2.464423580048957785e+00 2.114793523803880360e-02
1.200000000000000000e+03 2.468955164695436189e+00 2.040038421047340664e-02
1.230000000000000000e+03 2.477069869893022247e+00 1.974707206084863609e-02
1.260000000000000000e+03 2.481889865202496992e+00 1.914059303521074840e-02
1.290000000000000000e+03 2.484171358114644068e+00 1.920004257185216334e-02
1.320000000000000000e+03 2.485790803470380173e+00 1.915512461878410982e-02
1.350000000000000000e+03 2.488711548652058347e+00 1.861799069097205134e-02
1.380000000000000000e+03 2.483206264410326991e+00 1.810189521768031801e-02
1.410000000000000000e+03 2.477490911422604025e+00 1.843068429165553926e-02
1.440000000000000000e+03 2.478678433439366113e+00 1.875885507315776593e-02
1.470000000000000000e+03 2.482687843008098749e+00 1.859972357565076520e-02
1.500000000000000000e+03 2.486107194510494889e+00 1.814236665511768584e-02
1.530000000000000000e+03 2.483500951787924738e+00 1.784230230756294472e-02
1.560000000000000000e+03 2.481153096092863830e+00 1.790351837377607280e-02
1.590000000000000000e+03 2.481707793483636681e+00 1.618815217867596024e-02
