# # n, sigma
3.000000000000000000e+01 1.854827049817477702e+00 9.670407026587453381e-02
6.000000000000000000e+01 1.868273382439778585e+00 9.304291822315377547e-02
9.000000000000000000e+01 2.752763043607993954e+00 1.001121200281567675e-01
1.200000000000000000e+02 2.546361287145813446e+00 1.001058641958883638e-01
1.500000000000000000e+02 1.847991146513818128e+00 1.022968650339107916e-01
1.800000000000000000e+02 1.857483120851117553e+00 8.592458548970428878e-02
2.100000000000000000e+02 1.869370939337689608e+00 7.400751012852994914e-02
2.400000000000000000e+02 2.521129242124446446e+00 7.193822949068900963e-02
2.700000000000000000e+02 4.000826434792376318e+00 1.770530049338335243e-01
3.000000000000000000e+02 3.654557647048497504e+00 1.461241112957641086e-01
3.300000000000000000e+02 2.516227393440214399e+00 8.150327163215015380e-02
3.600000000000000000e+02 2.522487609877403614e+00 7.137464403450693995e-02
3.900000000000000000e+02 2.521851284636595025e+00 5.691966625277784797e-02
4.200000000000000000e+02 2.526716795213077571e+00 6.405533307910843410e-02
4.500000000000000000e+02 2.520692739570236540e+00 6.271375308026570783e-02
4.800000000000000000e+02 2.516475789692676379e+00 4.957170652958062945e-02
5.100000000000000000e+02 2.513313530450706157e+00 4.510176450171848872e-02
5.400000000000000000e+02 2.510111642421801292e+00 4.409795380279245974e-02
5.700000000000000000e+02 2.496672520187935174e+00 3.953374417541288821e-02
6.000000000000000000e+02 2.490647763373238011e+00 3.924897742605278073e-02
6.300000000000000000e+02 2.486870681104753178e+00 3.602900329095898302e-02
6.600000000000000000e+02 2.489462938342790199e+00 3.538143756325729666e-02
6.900000000000000000e+02 2.485160461278034028e+00 3.428274281746405278e-02
7.200000000000000000e+02 2.485056964579428929e+00 3.015008087833546263e-02
7.500000000000000000e+02 2.482394276324960902e+00 2.969029339567672704e-02
7.800000000000000000e+02 2.485127621703577372e+00 2.952105082161923799e-02
8.100000000000000000e+02 2.488061298984044267e+00 3.068925103274903685e-02
8.400000000000000000e+02 2.487125269636837999e+00 2.798787062502263237e-02
8.700000000000000000e+02 2.484586470383685075e+00 2.665718788204264264e-02
9.000000000000000000e+02 2.481776704840900294e+00 2.639389530968083708e-02
9.300000000000000000e+02 2.482975814565969053e+00 2.544759837102454625e-02
9.600000000000000000e+02 2.487319781068645597e+00 2.425252668299820308e-02
9.900000000000000000e+02 2.489108705252132570e+00 2.301292243197387150e-02
1.020000000000000000e+03 2.485538726409995736e+00 2.226009409118883189e-02
1.050000000000000000e+03 2.486098104462909575e+00 2.140484619045497292e-02
1.080000000000000000e+03 2.483729502196589944e+00 1.958182504955352163e-02
1.110000000000000000e+03 2.484943565963592338e+00 1.985370490756401332e-02
1.140000000000000000e+03 2.481834466991277299e+00 2.065727262471972123e-02
1.170000000000000000e+03 2.481784576316713675e+00 2.212531882490547525e-02
1.200000000000000000e+03 2.479030080352085719e+00 2.090766717450194892e-02
1.230000000000000000e+03 2.481538758737220629e+00 2.105416070066178438e-02
1.260000000000000000e+03 2.479860894847974784e+00 2.061840176147311174e-02
1.290000000000000000e+03 2.483257121891655927e+00 2.025632969035683420e-02
1.320000000000000000e+03 2.477974630407397960e+00 1.859540187074147990e-02
1.350000000000000000e+03 2.480185846398923921e+00 1.816210775060653551e-02
1.380000000000000000e+03 2.480549238006241719e+00 1.762173506932877831e-02
1.410000000000000000e+03 2.475536349221142629e+00 1.794160268897447216e-02
1.440000000000000000e+03 2.475647290595675454e+00 1.861546842197183901e-02
1.470000000000000000e+03 2.476491698812531173e+00 1.752760033022495931e-02
1.500000000000000000e+03 2.474330052046554762e+00 1.804185255907173394e-02
1.530000000000000000e+03 2.477056394482983759e+00 1.762150616012606030e-02
1.560000000000000000e+03 2.477241759186914027e+00 1.780790803126550484e-02
1.590000000000000000e+03 2.476436179104235080e+00 1.747805884727317641e-02
1.620000000000000000e+03 2.475613475579289791e+00 1.843259897277254450e-02
1.650000000000000000e+03 2.476314288427957422e+00 1.780302760347788824e-02
1.680000000000000000e+03 2.473899331104877586e+00 1.806581816919711203e-02
1.710000000000000000e+03 2.474199374857565026e+00 1.775640246086446217e-02
1.740000000000000000e+03 2.472815387017803790e+00 1.811436324132188400e-02
1.770000000000000000e+03 2.471972064914836675e+00 1.772619414885220901e-02
1.800000000000000000e+03 2.475544884675424662e+00 1.833508939070874547e-02
1.830000000000000000e+03 2.476288721259152226e+00 1.864555050068401193e-02
1.860000000000000000e+03 2.472299441713499579e+00 1.773366779650539793e-02
1.890000000000000000e+03 2.473269678710397823e+00 1.719409590166094681e-02
1.920000000000000000e+03 2.475465721042120482e+00 1.690322858392079297e-02
1.950000000000000000e+03 2.475423026484260269e+00 1.704817134983798235e-02
1.980000000000000000e+03 2.477398848938673570e+00 1.728110899459170749e-02
2.010000000000000000e+03 2.479644667917048739e+00 1.666935274713817958e-02
2.040000000000000000e+03 2.479013932792383468e+00 1.689673761361470961e-02
2.070000000000000000e+03 2.477252833851233849e+00 1.734888000499716296e-02
2.100000000000000000e+03 2.478901897296135637e+00 1.700863149277177452e-02
2.130000000000000000e+03 2.479448165029382700e+00 1.744911331299655796e-02
2.160000000000000000e+03 2.478275772689981782e+00 1.705235026552613664e-02
2.190000000000000000e+03 2.477058105784577080e+00 1.683689256727471939e-02
2.220000000000000000e+03 2.476909250938560181e+00 1.667642297951897612e-02
2.250000000000000000e+03 2.474800667696845924e+00 1.661093179380393817e-02
2.280000000000000000e+03 2.476962106769895033e+00 1.604343558030017769e-02
2.310000000000000000e+03 2.474873420316176187e+00 1.590721662599035857e-02
