# # n, sigma
3.000000000000000000e+01 4.168536378095468287e+00 2.129069374800278691e-01
6.000000000000000000e+01 2.541989643227881679e+00 6.665545867055995555e-02
9.000000000000000000e+01 2.519057327345551656e+00 4.667779729901169739e-02
1.200000000000000000e+02 2.506291692823060302e+00 4.643203694036289464e-02
1.500000000000000000e+02 2.522922639367003228e+00 5.501812996265049299e-02
1.800000000000000000e+02 2.524896487160550151e+00 6.075003284853056074e-02
2.100000000000000000e+02 2.496147096884237637e+00 5.365337310180023217e-02
2.400000000000000000e+02 2.530031160296666304e+00 5.894454293036030523e-02
2.700000000000000000e+02 2.549750276527152693e+00 5.693803522417245633e-02
3.000000000000000000e+02 2.550003760469218950e+00 5.024093079692462660e-02
3.300000000000000000e+02 2.538861742122915821e+00 5.239166725414150239e-02
3.600000000000000000e+02 2.550891190549235521e+00 4.482231641484545753e-02
3.900000000000000000e+02 2.538371691246920303e+00 4.240959464543681695e-02
4.200000000000000000e+02 2.533302501974670218e+00 3.668596630362859490e-02
4.500000000000000000e+02 2.533851345539822386e+00 3.744598514545798007e-02
4.800000000000000000e+02 2.532145621062063867e+00 4.089427649674066967e-02
5.100000000000000000e+02 2.526304491732077384e+00 3.784822166901775226e-02
5.400000000000000000e+02 2.511783976254593931e+00 3.279955551423017340e-02
5.700000000000000000e+02 2.527177862414994092e+00 3.338244219425976628e-02
6.000000000000000000e+02 2.514830724433942510e+00 3.231302179810576630e-02
6.300000000000000000e+02 2.508265790068266110e+00 3.275230755269429445e-02
6.600000000000000000e+02 2.514625966926820944e+00 3.384151714031600339e-02
6.900000000000000000e+02 2.512849973944800031e+00 3.295212026408443629e-02
7.200000000000000000e+02 2.507915810597818762e+00 3.185162609617655377e-02
7.500000000000000000e+02 2.491131983196788191e+00 3.017016270034578521e-02
7.800000000000000000e+02 2.496451254040628065e+00 3.021880036514544912e-02
8.100000000000000000e+02 2.491176740870533202e+00 2.833490707122678434e-02
8.400000000000000000e+02 2.499237085396056823e+00 2.787294424312658850e-02
8.700000000000000000e+02 2.497044949557604809e+00 2.723709922285212637e-02
9.000000000000000000e+02 2.499091202347937024e+00 2.676621741907347571e-02
9.300000000000000000e+02 2.502324612491289457e+00 2.651386409258996851e-02
9.600000000000000000e+02 2.506970002859147506e+00 2.571759674285949496e-02
9.900000000000000000e+02 2.509260996263386723e+00 2.416271861582082112e-02
1.020000000000000000e+03 2.505226329252591366e+00 2.282890292596789425e-02
1.050000000000000000e+03 2.505124140934796628e+00 2.244711281578182574e-02
1.080000000000000000e+03 2.510344080739111750e+00 2.169120781592303454e-02
1.110000000000000000e+03 2.512284450195456209e+00 2.211637644438445294e-02
1.140000000000000000e+03 2.506000305638349968e+00 2.178642900266275148e-02
1.170000000000000000e+03 2.506647007258783422e+00 2.202267549615135808e-02
1.200000000000000000e+03 2.503043385504050367e+00 2.100813461085195011e-02
1.230000000000000000e+03 2.497741604071714860e+00 2.149411139128854994e-02
1.260000000000000000e+03 2.502230424676061826e+00 2.252638728753557362e-02
1.290000000000000000e+03 2.506130132736631211e+00 2.270672952831354757e-02
1.320000000000000000e+03 2.502987630300454569e+00 2.251520315577991427e-02
1.350000000000000000e+03 2.505535993953216245e+00 2.211761074335787461e-02
1.380000000000000000e+03 2.499440861891879528e+00 2.153950352014268738e-02
1.410000000000000000e+03 2.502859673216100589e+00 2.122716047247069637e-02
1.440000000000000000e+03 2.500164320595302136e+00 2.125135908903979035e-02
1.470000000000000000e+03 2.496352872097117537e+00 2.117343715251860867e-02
1.500000000000000000e+03 2.496288518877422646e+00 2.154765086444442382e-02
1.530000000000000000e+03 2.496160404292534274e+00 2.113613747196513640e-02
1.560000000000000000e+03 2.491949085959042964e+00 2.145719669887581615e-02
1.590000000000000000e+03 2.492287907351024678e+00 2.172966547883853003e-02
1.620000000000000000e+03 2.486346176790144469e+00 2.062284742761641074e-02
1.650000000000000000e+03 2.487994170121920590e+00 2.120713767807876418e-02
1.680000000000000000e+03 2.490856747459067488e+00 2.086132475530368124e-02
1.710000000000000000e+03 2.491936459370105439e+00 2.052454637531615778e-02
1.740000000000000000e+03 2.492979585441787105e+00 1.999089473753451127e-02
1.770000000000000000e+03 2.490520850539920783e+00 1.988034479892563863e-02
1.800000000000000000e+03 2.493662783722872422e+00 1.953284240911165939e-02
1.830000000000000000e+03 2.494671845816816891e+00 1.956908774254150982e-02
1.860000000000000000e+03 2.494071749239832325e+00 1.967528336204792117e-02
1.890000000000000000e+03 2.499374838520261655e+00 1.982692235755659921e-02
1.920000000000000000e+03 2.493426138038858486e+00 2.037503965777153619e-02
1.950000000000000000e+03 2.494208450041151881e+00 1.987585357840952402e-02
1.980000000000000000e+03 2.495878934765187740e+00 2.007224067841422224e-02
2.010000000000000000e+03 2.494905462989530864e+00 1.897619765542997439e-02
2.040000000000000000e+03 2.489559514073372171e+00 1.849768857844901609e-02
2.070000000000000000e+03 2.487560378347070333e+00 1.877400848745014450e-02
2.100000000000000000e+03 2.485595624195508613e+00 1.854013698188308745e-02
2.130000000000000000e+03 2.487880162385939453e+00 1.856400320943512455e-02
2.160000000000000000e+03 2.486832267529469398e+00 1.873876637557039815e-02
2.190000000000000000e+03 2.487312861245877915e+00 1.860224640914812100e-02
2.220000000000000000e+03 2.490020374714731144e+00 1.841292787023572283e-02
2.250000000000000000e+03 2.493321063190135245e+00 1.841745765870770810e-02
2.280000000000000000e+03 2.490975269430528272e+00 1.829160071660897516e-02
2.310000000000000000e+03 2.493725196055381677e+00 1.819429674528913465e-02
2.340000000000000000e+03 2.490175738246884318e+00 1.792209943226504357e-02
2.370000000000000000e+03 2.486683262963384156e+00 1.761162610782412291e-02
2.400000000000000000e+03 2.488731348386886033e+00 1.739782053266751560e-02
2.430000000000000000e+03 2.485357755195871210e+00 1.726675205700128890e-02
2.460000000000000000e+03 2.483340556791485465e+00 1.760651432209878187e-02
2.490000000000000000e+03 2.484518643483055289e+00 1.796805784070610451e-02
2.520000000000000000e+03 2.485467674045731545e+00 1.737208933894167015e-02
2.550000000000000000e+03 2.483475933252438761e+00 1.738508157101158885e-02
2.580000000000000000e+03 2.480698780554845051e+00 1.784775507836177874e-02
2.610000000000000000e+03 2.480845373844853263e+00 1.786339086133127002e-02
2.640000000000000000e+03 2.479377724201758504e+00 1.749768143802992240e-02
2.670000000000000000e+03 2.478074427260914536e+00 1.739788495044454139e-02
2.700000000000000000e+03 2.479436757767424115e+00 1.718491688613254034e-02
2.730000000000000000e+03 2.477768228862439859e+00 1.738430506292921313e-02
2.760000000000000000e+03 2.479282893995350179e+00 1.676216862261155349e-02
2.790000000000000000e+03 2.481339788157008286e+00 1.664927528365537507e-02
2.820000000000000000e+03 2.482755761362717806e+00 1.682816894419903245e-02
2.850000000000000000e+03 2.481804638337635094e+00 1.680907528305148821e-02
2.880000000000000000e+03 2.483100952457840904e+00 1.665244237122360735e-02
2.910000000000000000e+03 2.485551071407211765e+00 1.619552864958477556e-02
2.940000000000000000e+03 2.486449847939098401e+00 1.666831503747272236e-02
2.970000000000000000e+03 2.487219887462838841e+00 1.667967177541768153e-02
3.000000000000000000e+03 2.488319667097722565e+00 1.645221118944323324e-02
3.030000000000000000e+03 2.487816410650594445e+00 1.637553390665168890e-02
3.060000000000000000e+03 2.488700179164412774e+00 1.675874875257368779e-02
3.090000000000000000e+03 2.488550790373187382e+00 1.668906144715610884e-02
3.120000000000000000e+03 2.488329078329114541e+00 1.641307743413505937e-02
3.150000000000000000e+03 2.490198747967065085e+00 1.653063059676043722e-02
3.180000000000000000e+03 2.489737673230067561e+00 1.624025604642911555e-02
3.210000000000000000e+03 2.490748635698488922e+00 1.589294037095366138e-02
3.240000000000000000e+03 2.491877531381951894e+00 1.575925952883071648e-02
3.270000000000000000e+03 2.491562630765632225e+00 1.563081239292860719e-02
3.300000000000000000e+03 2.492085253780707443e+00 1.551117809559319875e-02
3.330000000000000000e+03 2.489255761388836863e+00 1.503047116087058085e-02
3.360000000000000000e+03 2.487628595864597170e+00 1.464824040755651098e-02
3.390000000000000000e+03 2.487913662908244117e+00 1.444818846361089343e-02
3.420000000000000000e+03 2.486154848399340533e+00 1.433641406316297356e-02
3.450000000000000000e+03 2.486129414685598782e+00 1.464525693453848712e-02
3.480000000000000000e+03 2.488212981962369508e+00 1.454721070625246589e-02
