# # n, sigma
3.000000000000000000e+01 2.533416586949491123e+00 7.565314901456936247e-02
6.000000000000000000e+01 2.543010906843203411e+00 7.984289522855650412e-02
9.000000000000000000e+01 2.545502204729999107e+00 9.164412730900015069e-02
1.200000000000000000e+02 3.670506403077041124e+00 2.444517284981621852e-01
1.500000000000000000e+02 1.782599789648117605e+00 2.362273268319284858e-01
1.800000000000000000e+02 1.793200880495507965e+00 3.266743738664544261e-01
2.100000000000000000e+02 2.597968995710892237e+00 5.034932940975193200e-02
2.400000000000000000e+02 2.584540000266200899e+00 5.427568528963321037e-02
2.700000000000000000e+02 2.572942298544053763e+00 5.634338641668353020e-02
3.000000000000000000e+02 1.761613483808002201e+00 1.501951584331452372e-01
3.300000000000000000e+02 1.752056518933598150e+00 2.054000855618398347e-01
3.600000000000000000e+02 2.527068576922774312e+00 5.530904897672981463e-02
3.900000000000000000e+02 2.559182642476407477e+00 4.452470378112240168e-02
4.200000000000000000e+02 2.557852660895745700e+00 4.549005806531569024e-02
4.500000000000000000e+02 2.507987501291971455e+00 4.242653695254085949e-02
4.800000000000000000e+02 2.542042771248040012e+00 4.224674910358174745e-02
5.100000000000000000e+02 2.552901933884167640e+00 3.781235357153015647e-02
5.400000000000000000e+02 2.564396040605647187e+00 3.669540841703997081e-02
5.700000000000000000e+02 2.541579970144485223e+00 3.726396098108245708e-02
6.000000000000000000e+02 2.564049681699144045e+00 3.427729833312877922e-02
6.300000000000000000e+02 2.566506772104797385e+00 3.288258708332505997e-02
6.600000000000000000e+02 2.559293685893094139e+00 3.339153082738556544e-02
6.900000000000000000e+02 2.570528021354416381e+00 3.182825437128018742e-02
7.200000000000000000e+02 2.564544995026471597e+00 3.161939410153565000e-02
7.500000000000000000e+02 2.568527944052381606e+00 3.190003741907092988e-02
7.800000000000000000e+02 2.566867897084398553e+00 2.892568763763947448e-02
8.100000000000000000e+02 2.571613074802651333e+00 2.811985703349432000e-02
8.400000000000000000e+02 2.573789907201867511e+00 2.910070683536799055e-02
8.700000000000000000e+02 2.575042815880603797e+00 2.885790928051156293e-02
9.000000000000000000e+02 2.575375997952016327e+00 2.608920136033915024e-02
9.300000000000000000e+02 2.576621801158496261e+00 2.585926731623315253e-02
9.600000000000000000e+02 2.568593391081601673e+00 2.709602241342676937e-02
9.900000000000000000e+02 2.570432980060037842e+00 2.496563078692228335e-02
1.020000000000000000e+03 2.557373732902758157e+00 2.620846801039321966e-02
1.050000000000000000e+03 2.564471050091642557e+00 2.499498964809086093e-02
1.080000000000000000e+03 2.560607300311987355e+00 2.644422512506906797e-02
1.110000000000000000e+03 2.556077312183454797e+00 2.639035102325989340e-02
1.140000000000000000e+03 2.553379302369078285e+00 2.705996039378199408e-02
1.170000000000000000e+03 2.551032349153257162e+00 2.631974102954362169e-02
1.200000000000000000e+03 2.555111330637820810e+00 2.508404884266754106e-02
1.230000000000000000e+03 2.559233546963029404e+00 2.508788395432097126e-02
1.260000000000000000e+03 2.567579480391380731e+00 2.527898815525413817e-02
1.290000000000000000e+03 2.568019109005263534e+00 2.431666631063376938e-02
1.320000000000000000e+03 2.561481818921639064e+00 2.468064119463437081e-02
1.350000000000000000e+03 2.558930855207934840e+00 2.613627069488424701e-02
1.380000000000000000e+03 2.554948223032291299e+00 2.663600190363615491e-02
1.410000000000000000e+03 2.547560713312938763e+00 2.664515783041384450e-02
1.440000000000000000e+03 2.548751189264197414e+00 2.585227650518721887e-02
1.470000000000000000e+03 2.542477914495749225e+00 2.565909013920980933e-02
1.500000000000000000e+03 2.543339929257613541e+00 2.569236904758943896e-02
1.530000000000000000e+03 2.542087935221808426e+00 2.548597364701166504e-02
1.560000000000000000e+03 2.544178204954311795e+00 2.630163698778215792e-02
1.590000000000000000e+03 2.544989135100962585e+00 2.574772534037685079e-02
1.620000000000000000e+03 2.546125264759807827e+00 2.525151826643319899e-02
1.650000000000000000e+03 2.548548097594020234e+00 2.418177149447265847e-02
1.680000000000000000e+03 2.549644151486592847e+00 2.438271180484129913e-02
1.710000000000000000e+03 2.549839173066850595e+00 2.382232357403245640e-02
