# # n, sigma
3.000000000000000000e+01 2.479460190411383103e+00 7.116983943523551293e-02
6.000000000000000000e+01 2.487428532940218151e+00 1.002332642625721332e-01
9.000000000000000000e+01 2.448093977223362749e+00 1.186775579146866488e-01
1.200000000000000000e+02 2.214324594777600463e+00 9.390125455710385260e-02
1.500000000000000000e+02 2.227839771062842367e+00 9.791549590918895152e-02
1.800000000000000000e+02 2.218981833016190564e+00 8.531670178957914685e-02
2.100000000000000000e+02 2.213552781542460934e+00 8.064202406581898186e-02
2.400000000000000000e+02 2.229218135448350235e+00 7.949915416386557632e-02
2.700000000000000000e+02 2.249959068507828785e+00 8.734534097697523036e-02
3.000000000000000000e+02 2.256811123774333350e+00 8.971322683322018043e-02
3.300000000000000000e+02 2.432991710283024300e+00 6.541206529893729693e-02
3.600000000000000000e+02 2.430988098806190489e+00 5.845388459179175211e-02
3.900000000000000000e+02 2.445648947108204130e+00 5.936012649136306052e-02
4.200000000000000000e+02 2.449961118728849918e+00 6.450759548916218389e-02
4.500000000000000000e+02 2.426382612845419562e+00 6.137590192565405001e-02
4.800000000000000000e+02 2.411015356342301796e+00 4.936754760850625007e-02
5.100000000000000000e+02 2.394062255881989287e+00 4.300163446218589064e-02
5.400000000000000000e+02 2.409905744939992100e+00 4.107908360824350652e-02
5.700000000000000000e+02 2.429335029246479483e+00 4.504376255458868161e-02
6.000000000000000000e+02 2.438306064618016578e+00 4.660748365931057652e-02
6.300000000000000000e+02 2.450753066090685106e+00 4.307718198313915253e-02
6.600000000000000000e+02 2.460153230948137537e+00 4.513081177959900325e-02
6.900000000000000000e+02 2.458785345750770013e+00 4.327496398429526991e-02
7.200000000000000000e+02 2.469391878480367897e+00 4.212868091405147508e-02
7.500000000000000000e+02 2.469288955891889348e+00 3.540929666846381191e-02
7.800000000000000000e+02 2.474572986448110523e+00 3.216372850940485417e-02
8.100000000000000000e+02 2.479742135306379325e+00 2.854874015485795932e-02
