# # n, sigma
3.000000000000000000e+01 9.124465248902962067e-01 1.060621565778302688e+00
6.000000000000000000e+01 1.348103205877847266e+00 5.163337025989073181e-01
9.000000000000000000e+01 1.349389148331011423e+00 5.615495343160047392e-01
1.200000000000000000e+02 1.393879308128692651e+00 7.521799993577801269e-01
1.500000000000000000e+02 1.404461372843524236e+00 6.656739805647925445e-01
1.800000000000000000e+02 1.340480921223430100e+00 3.723426108301267634e-01
2.100000000000000000e+02 2.503063297499097048e-02 1.475885046352635621e+00
2.400000000000000000e+02 1.521215391815793350e+00 9.052706330660841016e-02
2.700000000000000000e+02 2.512770255365470273e+00 6.093199682434043141e-02
3.000000000000000000e+02 2.520814579923029264e+00 6.253765414788733934e-02
3.300000000000000000e+02 2.525645326570289395e+00 5.270201110785298348e-02
3.600000000000000000e+02 2.523966194722267797e+00 5.692183939310697938e-02
3.900000000000000000e+02 2.546657607578219462e+00 5.156281649596330952e-02
4.200000000000000000e+02 2.539880083040407133e+00 5.190821327415245934e-02
4.500000000000000000e+02 2.523839825898526623e+00 5.043354467019495885e-02
4.800000000000000000e+02 2.522789053526120817e+00 4.707379614145187907e-02
5.100000000000000000e+02 2.531844244385102360e+00 4.947825559980336546e-02
5.400000000000000000e+02 2.527802460232853043e+00 4.584853107451633547e-02
5.700000000000000000e+02 2.525578493790280099e+00 4.140663904560973330e-02
6.000000000000000000e+02 2.517680918068086804e+00 3.983116861746893028e-02
6.300000000000000000e+02 2.511810932346335790e+00 3.753282765231163304e-02
6.600000000000000000e+02 2.500699761173996283e+00 3.538982060288799192e-02
6.900000000000000000e+02 2.500808245119637174e+00 3.571410213362757879e-02
7.200000000000000000e+02 2.507318290079069367e+00 3.534715688406715045e-02
7.500000000000000000e+02 2.515172669823982243e+00 3.668526966160025327e-02
7.800000000000000000e+02 2.520145053980680672e+00 3.793023311110585438e-02
8.100000000000000000e+02 2.514121197150156473e+00 3.735726996697376345e-02
8.400000000000000000e+02 2.518085100606744842e+00 3.510988353817010021e-02
8.700000000000000000e+02 2.520689531419026519e+00 3.525489042399821554e-02
9.000000000000000000e+02 2.523072141074846453e+00 3.722018032311325691e-02
9.300000000000000000e+02 2.520108401870882808e+00 3.568917928297712233e-02
9.600000000000000000e+02 2.519807138475078201e+00 3.314144687407616363e-02
9.900000000000000000e+02 2.523407168982287896e+00 3.434416021824301252e-02
1.020000000000000000e+03 2.526569239100950881e+00 3.276199719587252757e-02
1.050000000000000000e+03 2.525005091481149044e+00 3.230389287382407631e-02
1.080000000000000000e+03 2.517930470409750932e+00 2.973789832618118842e-02
1.110000000000000000e+03 2.524473823711744558e+00 2.891528311920488203e-02
1.140000000000000000e+03 2.522760613152673859e+00 3.059319390018491736e-02
1.170000000000000000e+03 2.526270833608984301e+00 2.905676973205453817e-02
1.200000000000000000e+03 2.527916829298149093e+00 3.027007459867774031e-02
1.230000000000000000e+03 2.526813141829681975e+00 2.824512479150225949e-02
1.260000000000000000e+03 2.526748095082360646e+00 2.650932433871051527e-02
1.290000000000000000e+03 2.523618949535681111e+00 2.516385229805109813e-02
1.320000000000000000e+03 2.526065075166749274e+00 2.396351147505330209e-02
1.350000000000000000e+03 2.528294522837180036e+00 2.126038019506401242e-02
1.380000000000000000e+03 2.529647332724968223e+00 2.172799012062032881e-02
1.410000000000000000e+03 2.527849522136258464e+00 2.196151986543027831e-02
1.440000000000000000e+03 2.526025281914954679e+00 2.160594896727280681e-02
1.470000000000000000e+03 2.524255359683419631e+00 2.156702102684324510e-02
1.500000000000000000e+03 2.526333227812411319e+00 2.097352379577118592e-02
1.530000000000000000e+03 2.523251728863243226e+00 2.049532395042477292e-02
1.560000000000000000e+03 2.529948855521298334e+00 2.095420321254277615e-02
1.590000000000000000e+03 2.528628987621372115e+00 2.083582533930407321e-02
1.620000000000000000e+03 2.528989223231236316e+00 2.071098288893131675e-02
1.650000000000000000e+03 2.532809144190527384e+00 2.093088987719684060e-02
1.680000000000000000e+03 2.532405525305249760e+00 2.042516904255324214e-02
1.710000000000000000e+03 2.527872339635089283e+00 2.074425479782202736e-02
1.740000000000000000e+03 2.529106247365505045e+00 2.018789097153760731e-02
1.770000000000000000e+03 2.524413752194267335e+00 1.981558151979522994e-02
1.800000000000000000e+03 2.527280469120437356e+00 1.973062840729347331e-02
1.830000000000000000e+03 2.523949165832348740e+00 2.005918960078998878e-02
1.860000000000000000e+03 2.521657369168850860e+00 2.081460681140194502e-02
