# # n, sigma
3.000000000000000000e+01 2.259072802167135130e+00 1.032840505834717315e-01
6.000000000000000000e+01 2.429414864858601586e+00 8.118171060967391273e-02
9.000000000000000000e+01 2.418900188173544574e+00 6.548683011021420863e-02
1.200000000000000000e+02 2.446882078736090538e+00 6.006348688351684229e-02
1.500000000000000000e+02 2.599154677560951310e+00 6.260622544857066818e-02
1.800000000000000000e+02 2.480588101305256199e+00 5.291916946791187099e-02
2.100000000000000000e+02 2.451973681519011183e+00 4.683390961655058832e-02
2.400000000000000000e+02 2.464179244896993026e+00 5.047102954075662756e-02
2.700000000000000000e+02 2.450634032583845823e+00 4.577145636213235391e-02
3.000000000000000000e+02 2.470080270274999545e+00 4.160879091826293064e-02
3.300000000000000000e+02 2.473303092549308690e+00 4.304275408324301222e-02
3.600000000000000000e+02 2.474186040184528146e+00 4.104530464733521095e-02
3.900000000000000000e+02 2.480181809449098829e+00 4.328345714755964940e-02
4.200000000000000000e+02 2.557613903018082890e+00 4.266655570794922192e-02
4.500000000000000000e+02 2.532656274415491460e+00 3.874333421086055551e-02
4.800000000000000000e+02 2.543562183280311473e+00 3.769161584110563429e-02
5.100000000000000000e+02 2.512747359332960784e+00 3.770327353656070107e-02
5.400000000000000000e+02 2.512254390381274849e+00 4.065901632964409596e-02
5.700000000000000000e+02 2.513534799300587874e+00 3.804227777604713562e-02
6.000000000000000000e+02 2.534600012381026612e+00 3.773056285163012974e-02
6.300000000000000000e+02 2.519250329031937241e+00 3.455705313520976429e-02
6.600000000000000000e+02 2.519870860110188904e+00 3.507577366169468969e-02
6.900000000000000000e+02 2.502200249616809646e+00 3.366322612549958737e-02
7.200000000000000000e+02 2.482399731436222279e+00 3.244585908872209962e-02
7.500000000000000000e+02 2.491140196588325306e+00 3.138758395298012899e-02
7.800000000000000000e+02 2.495459867003098964e+00 2.985000731365953022e-02
8.100000000000000000e+02 2.489606085411487868e+00 2.963449615341098159e-02
8.400000000000000000e+02 2.500319441534405218e+00 2.835179010472811678e-02
8.700000000000000000e+02 2.505935393915985188e+00 2.912586241766265682e-02
9.000000000000000000e+02 2.500781323871585471e+00 2.628638210974947736e-02
9.300000000000000000e+02 2.497165320643055519e+00 2.532815639870161090e-02
9.600000000000000000e+02 2.503602516117800381e+00 2.305317879934349126e-02
9.900000000000000000e+02 2.493656570429972685e+00 2.338317471653817217e-02
1.020000000000000000e+03 2.497246148579955971e+00 2.453473904957611043e-02
1.050000000000000000e+03 2.492553942972547176e+00 2.481862553887004968e-02
