# # n, sigma
3.000000000000000000e+01 1.597496447137724429e+00 1.723999810578361047e-01
6.000000000000000000e+01 2.531749628572140587e+00 1.053250839120408178e-01
9.000000000000000000e+01 2.549462395851298080e+00 7.726255354150299293e-02
1.200000000000000000e+02 2.557247424655422652e+00 7.720701622617867632e-02
1.500000000000000000e+02 3.928357240451147092e+00 2.022088529853374173e-01
1.800000000000000000e+02 4.124884059243265177e+00 4.188299661683592690e-01
2.100000000000000000e+02 2.314313184076978835e+00 7.911577240648244580e-02
2.400000000000000000e+02 2.326656836570061504e+00 8.369642204450508660e-02
2.700000000000000000e+02 2.338787111946983188e+00 8.332275148207574089e-02
3.000000000000000000e+02 2.348773542489145605e+00 7.848437513518517761e-02
3.300000000000000000e+02 2.356504873104743325e+00 7.049242005110289977e-02
3.600000000000000000e+02 2.329534927889562290e+00 5.181962183265890337e-02
3.900000000000000000e+02 2.333500861192820075e+00 4.879892281469655479e-02
4.200000000000000000e+02 2.483053799130593209e+00 4.430087972937264001e-02
4.500000000000000000e+02 2.507287011294169865e+00 4.160360465468587732e-02
4.800000000000000000e+02 2.510767930613371668e+00 3.496681486115910120e-02
5.100000000000000000e+02 2.499292952113264743e+00 3.485035735524986272e-02
5.400000000000000000e+02 2.502319236470105235e+00 2.889581439097660062e-02
5.700000000000000000e+02 2.497315814004485102e+00 3.213044237796177510e-02
6.000000000000000000e+02 2.499968809676629267e+00 3.037660124394134589e-02
6.300000000000000000e+02 2.503136979338570711e+00 3.234305283967117695e-02
6.600000000000000000e+02 2.499734341054890674e+00 3.203054148025227116e-02
6.900000000000000000e+02 2.495255669672858279e+00 2.900013210487045051e-02
7.200000000000000000e+02 2.490497607655029810e+00 2.920700041676011979e-02
7.500000000000000000e+02 2.489931704755347308e+00 2.864821109423640322e-02
7.800000000000000000e+02 2.495502322263048800e+00 2.706819376999402074e-02
8.100000000000000000e+02 2.500974430752086253e+00 2.692474745025908583e-02
8.400000000000000000e+02 2.499366034282768823e+00 2.706285220980951187e-02
8.700000000000000000e+02 2.496408151251980012e+00 2.632931511680218842e-02
9.000000000000000000e+02 2.488452357651700364e+00 2.832387562177580281e-02
9.300000000000000000e+02 2.491073363710391675e+00 2.896285691380640070e-02
9.600000000000000000e+02 2.492139874534463839e+00 2.863298730341112472e-02
9.900000000000000000e+02 2.487608179861878099e+00 2.832810907866965128e-02
