# # n, sigma
3.000000000000000000e+01 3.581240527609057978e+00 9.507891726235340180e-02
6.000000000000000000e+01 2.303879243971535651e+00 1.278034136566414403e-01
9.000000000000000000e+01 2.547415310389397280e+00 9.671301997230842551e-02
1.200000000000000000e+02 2.518041156489952304e+00 9.922488674675383757e-02
1.500000000000000000e+02 3.327141030096211871e+00 1.252539339981081912e-01
1.800000000000000000e+02 2.525222677658449655e+00 8.264873532897545894e-02
2.100000000000000000e+02 2.537873097802187949e+00 7.256675693433531360e-02
2.400000000000000000e+02 2.530354026978715698e+00 5.368078095137441413e-02
2.700000000000000000e+02 2.535453563478812455e+00 4.802640681550264523e-02
3.000000000000000000e+02 2.533786185062261165e+00 3.980289735913430244e-02
3.300000000000000000e+02 2.523670540914590088e+00 3.489851029129507204e-02
3.600000000000000000e+02 2.524482101416322788e+00 3.173563512207019932e-02
3.900000000000000000e+02 2.524278871118536216e+00 3.419248178549473549e-02
4.200000000000000000e+02 2.521688007426917455e+00 3.283474364567018355e-02
4.500000000000000000e+02 2.519953325802209765e+00 3.335370491511017305e-02
4.800000000000000000e+02 2.522975753830219769e+00 3.682117292037818956e-02
5.100000000000000000e+02 2.520928286042698474e+00 3.692472847243356837e-02
5.400000000000000000e+02 2.523582205722657346e+00 3.320193359237983560e-02
5.700000000000000000e+02 2.520430739726635228e+00 3.106929678696711966e-02
6.000000000000000000e+02 2.531859902947943386e+00 3.168185024904678765e-02
6.300000000000000000e+02 2.532217096805342127e+00 3.028485618648268929e-02
6.600000000000000000e+02 2.528410234532372680e+00 3.000020512228701586e-02
6.900000000000000000e+02 2.530495130775485713e+00 2.917527697359331706e-02
7.200000000000000000e+02 2.526381649048412115e+00 2.965652783108071316e-02
7.500000000000000000e+02 2.523501541484858279e+00 2.915448536475885241e-02
7.800000000000000000e+02 2.521937576625642219e+00 2.938994431993070464e-02
8.100000000000000000e+02 2.524189759457102333e+00 2.865558189474333786e-02
8.400000000000000000e+02 2.529502350668471511e+00 2.851040405149246962e-02
8.700000000000000000e+02 2.524765002960177807e+00 2.896383719307980137e-02
9.000000000000000000e+02 2.523009478625604540e+00 2.767208147981855063e-02
9.300000000000000000e+02 2.524081511876759443e+00 2.765609485577461002e-02
9.600000000000000000e+02 2.529958029458527768e+00 2.588157735200827259e-02
9.900000000000000000e+02 2.527195693204391524e+00 2.565674603098198198e-02
1.020000000000000000e+03 2.529255186576456094e+00 2.446185905244609507e-02
1.050000000000000000e+03 2.530394474600745625e+00 2.378994702370244504e-02
1.080000000000000000e+03 2.527832433005120727e+00 2.121536983674459156e-02
1.110000000000000000e+03 2.528248879743322242e+00 2.165914201149225435e-02
1.140000000000000000e+03 2.530498603707480143e+00 2.119374862104076926e-02
1.170000000000000000e+03 2.528752912292536958e+00 2.106601932025259014e-02
1.200000000000000000e+03 2.527067182602064310e+00 2.153383865453657731e-02
1.230000000000000000e+03 2.528196570151020062e+00 2.160574283870247275e-02
1.260000000000000000e+03 2.526831105228189323e+00 2.160496917335134187e-02
1.290000000000000000e+03 2.522684673238224207e+00 2.098629635407108993e-02
1.320000000000000000e+03 2.519224331182436494e+00 1.983524520683632025e-02
1.350000000000000000e+03 2.521779156366233288e+00 2.016150446135930169e-02
1.380000000000000000e+03 2.519921884321612460e+00 1.971864502187638951e-02
1.410000000000000000e+03 2.517281577814776128e+00 1.837205345275762583e-02
1.440000000000000000e+03 2.520101842579428819e+00 1.821194636307409132e-02
1.470000000000000000e+03 2.521277662628393479e+00 1.834855767764344281e-02
1.500000000000000000e+03 2.523511857807714698e+00 1.763782912401638120e-02
1.530000000000000000e+03 2.525028574549525118e+00 1.869555980929081193e-02
1.560000000000000000e+03 2.524253737195892633e+00 1.954864305153219961e-02
1.590000000000000000e+03 2.527709884413377850e+00 1.987958067594492242e-02
1.620000000000000000e+03 2.529915866046051232e+00 1.879387808010849273e-02
1.650000000000000000e+03 2.528619380578926990e+00 1.860906730064514070e-02
1.680000000000000000e+03 2.527680939358429857e+00 1.943346478257157797e-02
1.710000000000000000e+03 2.527749354736500198e+00 1.904808593348693985e-02
1.740000000000000000e+03 2.527491969670948802e+00 1.974084085728057894e-02
1.770000000000000000e+03 2.527681157950530721e+00 1.955099562842167391e-02
1.800000000000000000e+03 2.524716556693782810e+00 1.857557995250328636e-02
1.830000000000000000e+03 2.521662879026330462e+00 1.867075767480639789e-02
1.860000000000000000e+03 2.521725867161133117e+00 1.878245112654167506e-02
1.890000000000000000e+03 2.522287348666222950e+00 1.859174958997078866e-02
1.920000000000000000e+03 2.521859366144767467e+00 1.825170335626501508e-02
1.950000000000000000e+03 2.521979741184150026e+00 1.783985471278681442e-02
1.980000000000000000e+03 2.519098857352017884e+00 1.840659913643847082e-02
2.010000000000000000e+03 2.517491211636363246e+00 1.790940423150979774e-02
2.040000000000000000e+03 2.518280480100368646e+00 1.803462773850047704e-02
2.070000000000000000e+03 2.517084541258830743e+00 1.816433036898195547e-02
2.100000000000000000e+03 2.516771866391048995e+00 1.846866516626212082e-02
2.130000000000000000e+03 2.516948569664996249e+00 1.815633403038545077e-02
2.160000000000000000e+03 2.513832242903296876e+00 1.774762120665636725e-02
2.190000000000000000e+03 2.514090130479797569e+00 1.768452316798044613e-02
2.220000000000000000e+03 2.513817336357397902e+00 1.789948565963125210e-02
2.250000000000000000e+03 2.513037394353253795e+00 1.675641880357704727e-02
2.280000000000000000e+03 2.511566219826178781e+00 1.674573009495806258e-02
2.310000000000000000e+03 2.510179489484636317e+00 1.660899411760083377e-02
2.340000000000000000e+03 2.508635471022027108e+00 1.622683806920364666e-02
2.370000000000000000e+03 2.509520834021329971e+00 1.581794585778801762e-02
2.400000000000000000e+03 2.507900534192392783e+00 1.647006473485251518e-02
2.430000000000000000e+03 2.508630019941322953e+00 1.651225490232532608e-02
2.460000000000000000e+03 2.507300151207637384e+00 1.656275363050950869e-02
2.490000000000000000e+03 2.506895341129826704e+00 1.666953533927292494e-02
2.520000000000000000e+03 2.505506344267073970e+00 1.614894743794851456e-02
2.550000000000000000e+03 2.506189149764264545e+00 1.616997995888383791e-02
2.580000000000000000e+03 2.505513685843008265e+00 1.628203245009235758e-02
2.610000000000000000e+03 2.504233898141122960e+00 1.630613860374524604e-02
2.640000000000000000e+03 2.504014333758610267e+00 1.608863015463140103e-02
2.670000000000000000e+03 2.500712848010857581e+00 1.585806378715200193e-02
2.700000000000000000e+03 2.498276114019813754e+00 1.601062401209982222e-02
2.730000000000000000e+03 2.498541108685107925e+00 1.588217318198137384e-02
2.760000000000000000e+03 2.499419890987636617e+00 1.606203378304070853e-02
2.790000000000000000e+03 2.498912401049460552e+00 1.607356943236430691e-02
2.820000000000000000e+03 2.502346163656702593e+00 1.621139776670661031e-02
2.850000000000000000e+03 2.501630910259598384e+00 1.596669100657667137e-02
2.880000000000000000e+03 2.502795529484837633e+00 1.550478207490198039e-02
2.910000000000000000e+03 2.502965649811486504e+00 1.511382239751334934e-02
2.940000000000000000e+03 2.504037598757976824e+00 1.513224447053489879e-02
2.970000000000000000e+03 2.504748267695033448e+00 1.498229117956299122e-02
3.000000000000000000e+03 2.504940752464706932e+00 1.461084961330323846e-02
3.030000000000000000e+03 2.502523638656267480e+00 1.426636971388787860e-02
3.060000000000000000e+03 2.503110582241082849e+00 1.396184643600687468e-02
3.090000000000000000e+03 2.503084868322560830e+00 1.398624079469791733e-02
